Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
563;113 RUE DU FAUBOURG DU TEMPLE;75010;Paris;2005;PARIS HAB;2;0;0;0;2;construction neuve;;10;logement familial;654103.2388;6863644.5152;"{""coordinates"": [2.374298002216806, 48.871190319898766], ""type"": ""Point""}";48.871190319898766,2.374298002216806
567;25-27, RUE DE LA GAITE;75014;Paris;2005;RIVP;7;0;7;0;0;construction neuve;;14;logement familial;650366.816;6860185.1051;"{""coordinates"": [2.323766324906919, 48.839803130753765], ""type"": ""Point""}";48.839803130753765,2.323766324906919
581;9, RUE VERON;75018;Paris;2005;RIVP;10;4;6;0;0;acquisition réhabilitation;"opération abandonnée; réagréée";18;logement familial;651345.3825;6865142.1102;"{""coordinates"": [2.336530838143847, 48.88445534089806], ""type"": ""Point""}";48.88445534089806,2.336530838143847
17079;33 RUE DOUDEAUVILLE;75018;Paris;2019;SABLIERE;14;0;0;0;14;acquisition conventionnement;;18;logement familial;652695.624;6865583.223;"{""coordinates"": [2.3548931695761652, 48.88852273084057], ""type"": ""Point""}";48.88852273084057,2.3548931695761652
17094;4 BIS, RUE  COUSTOU;75018;Paris;2019;ELOGIE SIEMP;3;0;0;0;3;construction neuve;;18;logement familial;651163.542;6865108.569;"{""coordinates"": [2.334055180433077, 48.88413995040688], ""type"": ""Point""}";48.88413995040688,2.334055180433077
3691;GARE DE LYON DAUMESNIL - LES MESSAGERIES - LOT 2;75012;Paris;2020;SABLIERE;55;17;21;0;17;construction neuve;;12;logement familial;655052.708;6860094.962;"{""coordinates"": [2.387616692188674, 48.83933632978004], ""type"": ""Point""}";48.83933632978004,2.387616692188674
3614;2 RUE DU SERGENT MAGINOT;75016;Paris;2020;ELOGIE SIEMP;1;1;;;;acquisition conventionnement;;16;logement familial;645376.123;6860267.981;;
3661;62 RUE REGNAULT;75013;Paris;2020;ELOGIE SIEMP;1;;;;1;acquisition conventionnement;;13;logement familial;654016.681;6858387.446;;
3683;9, AVENUE DE LA PORTE CHAUMONT;75019;Paris;2020;PARIS HABITAT;1;;;;1;acquisition réhabilitation;;19;logement familial;655671.667;6865331.795;;
1076;50, SAINTE CROIX DE LA BRETONNERIE;75004;Paris;2008;PARIS HAB;22;7;15;0;0;acquisition réhabilitation;;4;logement familial;652621.0389;6862288.7187;"{""coordinates"": [2.354243487637362, 48.85889053036547], ""type"": ""Point""}";48.85889053036547,2.354243487637362
1095;9, RUE GONNET;75011;Paris;2008;BATIGERE;10;3;7;0;0;acquisition réhabilitation;;11;logement familial;655229.3385;6861294.4815;"{""coordinates"": [2.389896824022923, 48.85013594745857], ""type"": ""Point""}";48.85013594745857,2.389896824022923
1351;120, RUE LAURISTON;75016;Paris;2009;RIVP;51;8;30;0;13;acquisition conventionnement;;16;logement familial;647576.7257;6863076.1132;"{""coordinates"": [2.285397945633339, 48.86558067406894], ""type"": ""Point""}";48.86558067406894,2.285397945633339
1354;1, AVENUE DE VERDUN;75010;Paris;2009;PARIS HAB;26;3;15;0;8;acquisition conventionnement;;10;logement familial;653144.3365;6864218.5113;"{""coordinates"": [2.36116272287621, 48.87628309213273], ""type"": ""Point""}";48.87628309213273,2.36116272287621
1368;120, BD DE CLICHY;75018;Paris;2009;PARIS HAB;14;2;9;0;3;acquisition conventionnement;;18;logement familial;650876.6281;6865161.3136;"{""coordinates"": [2.330136844373678, 48.88459244027235], ""type"": ""Point""}";48.88459244027235,2.330136844373678
1375;235, RUE SAINT MARTIN;75003;Paris;2009;SAGECO;12;4;8;0;0;acquisition réhabilitation;;3;logement familial;652551.2731;6862977.2141;"{""coordinates"": [2.3532157875691713, 48.865076940939154], ""type"": ""Point""}";48.865076940939154,2.3532157875691713
1121;2 RUE COURNOT;75015;Paris;2008;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;648106.2031;6860244.3318;"{""coordinates"": [2.292960699919648, 48.84015768298965], ""type"": ""Point""}";48.84015768298965,2.292960699919648
1140;168, BD DE  LA VILLETTE;75019;Paris;2008;SIEMP;9;0;4;0;5;construction neuve;;19;logement familial;653835.3021;6864698.4373;"{""coordinates"": [2.370530890276485, 48.88064884600768], ""type"": ""Point""}";48.88064884600768,2.370530890276485
1149;29-33, RUE DES ARDENNES;75019;Paris;2008;PARIS HAB;67;0;22;0;45;acquisition conventionnement;;19;logement familial;654931.3816;6865665.3405;"{""coordinates"": [2.3853730233730612, 48.889421565528146], ""type"": ""Point""}";48.889421565528146,2.3853730233730612
1165;9 RUE PIERRE LESCOT;75001;Paris;2008;ELOGIE;10;0;10;0;0;acquisition conventionnement;;1;logement familial;652193.1528;6862703.148;"{""coordinates"": [2.348365219761285, 48.86258582768173], ""type"": ""Point""}";48.86258582768173,2.348365219761285
1178;1-3 RUE LEOPOLD BELLAN;75002;Paris;2008;ELOGIE;12;0;12;0;0;acquisition conventionnement;;2;logement familial;652078.5662;6863124.2569;"{""coordinates"": [2.346755925103276, 48.866364277355665], ""type"": ""Point""}";48.866364277355665,2.346755925103276
1216;BERTHIER 2 SQUARE DE LA DORDOGNE;75017;Paris;2008;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;17;logement familial;648682.4545;6865633.0417;"{""coordinates"": [2.300160862845278, 48.8886633778733], ""type"": ""Point""}";48.8886633778733,2.300160862845278
1217;COURCELLES 2 ET 8 AVENUE PAUL ADAM;75017;Paris;2008;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;17;logement familial;648490.5694;6865501.6452;"{""coordinates"": [2.297560122315954, 48.8874664597192], ""type"": ""Point""}";48.8874664597192,2.297560122315954
1693;21, RUE DE FECAMP;75012;Paris;2010;PARIS HAB;16;0;13;0;3;acquisition réhabilitation;;12;logement familial;655871.471;6859643.0309;"{""coordinates"": [2.398818352001693, 48.83532865196297], ""type"": ""Point""}";48.83532865196297,2.398818352001693
1495;15, RUE RAMPONEAU;75020;Paris;2009;SIEMP;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;654484.7541;6863639.868;"{""coordinates"": [2.379499412078384, 48.87117560263011], ""type"": ""Point""}";48.87117560263011,2.379499412078384
1504;4 RUE LEMON;75020;Paris;2009;SIEMP;21;3;12;0;6;acquisition réhabilitation;;20;logement familial;654401.4712;6863683.4076;"{""coordinates"": [2.378359406375041, 48.87156125513636], ""type"": ""Point""}";48.87156125513636,2.378359406375041
1558;29 RUE DES MEUNIERS;75012;Paris;2010;EFIDIS;92;0;0;0;92;acquisition conventionnement;;12;logement familial;655751.5426;6859535.3316;"{""coordinates"": [2.397195780716227, 48.834351876238415], ""type"": ""Point""}";48.834351876238415,2.397195780716227
1576;28, QUAI DES CELESTINS;75004;Paris;2010;ELOGIE;15;3;9;0;3;construction neuve;;4;logement familial;653037.5507;6861589.4565;"{""coordinates"": [2.359997374879724, 48.85263261915803], ""type"": ""Point""}";48.85263261915803,2.359997374879724
1012;24, RUE EMILE CHAINE 26, RUE BOINOD;75018;Paris;2007;SIEMP;6;0;6;0;0;construction neuve;;18;logement familial;652411.123;6866094.5754;"{""coordinates"": [2.350956182669671, 48.893100166980425], ""type"": ""Point""}";48.893100166980425,2.350956182669671
870;48, RUE DE LA CROIX NIVERT;75015;Paris;2007;ELOGIE;5;0;5;0;0;construction neuve;;15;logement familial;648499.9415;6860862.5677;"{""coordinates"": [2.298250141274611, 48.84574904226045], ""type"": ""Point""}";48.84574904226045,2.298250141274611
887;75, RUE DE LA CROIX NIVERT;75015;Paris;2007;SIEMP;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;648355.1845;6860671.245;"{""coordinates"": [2.296300990898547, 48.84401690167473], ""type"": ""Point""}";48.84401690167473,2.296300990898547
897;18 A 26, RUE VIALA (CAF);75015;Paris;2007;SEMPSEINE;39;8;31;0;0;construction neuve;;15;logement familial;647946.2675;6861391.9976;"{""coordinates"": [2.290641268678387, 48.85046567091078], ""type"": ""Point""}";48.85046567091078,2.290641268678387
2577;37, RUE BELGRAND 21, RUE DU LIEUTENANT CHAURE;75020;Paris;2014;PARIS HAB;3;3;0;0;0;acquisition réhabilitation;;20;logement familial;656496.0231;6862900.5823;"{""coordinates"": [2.406993288601051, 48.86466630086815], ""type"": ""Point""}";48.86466630086815,2.406993288601051
2607;115, BD JOURDAN 20, AVENUE PAUL APPELL;75014;Paris;2014;RIVP;225;27;198;0;0;acquisition conventionnement;;14;logement familial;650594.0812;6858276.7229;"{""coordinates"": [2.327084152817392, 48.822658347414375], ""type"": ""Point""}";48.822658347414375,2.327084152817392
1436;114 BD DE LA VILLETTE;75019;Paris;2009;SIEMP;4;0;0;0;4;construction neuve;opération abandonnée;19;logement familial;653892.7872;6864332.063;"{""coordinates"": [2.371354454121552, 48.87735825501623], ""type"": ""Point""}";48.87735825501623,2.371354454121552
1447;ILOT MOULIN ROUGE 92 BD DE CLICHY;75018;Paris;2009;IMM 3F;14;4;10;0;0;acquisition réhabilitation;;18;logement familial;651011.5279;6865112.3114;"{""coordinates"": [2.33198194933607, 48.884162057381474], ""type"": ""Point""}";48.884162057381474,2.33198194933607
1467;19, RUE DE LA SAIDA;75015;Paris;2009;FOND.LEBAU;29;0;0;0;29;construction neuve;;15;foyer pour personnes handicapées;648292.2976;6859342.0689;"{""coordinates"": [2.295605712773178, 48.83205857654578], ""type"": ""Point""}";48.83205857654578,2.295605712773178
1473;33-35, AVENUE JEAN JAURES;75019;Paris;2009;TOIT&JOIE;17;0;17;0;0;acquisition réhabilitation;;19;logement familial;654094.3896;6865062.7421;"{""coordinates"": [2.374024097113321, 48.88394345778068], ""type"": ""Point""}";48.88394345778068,2.374024097113321
1244;6, RUE DES LYANES;75020;Paris;2008;SIEMP;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656420.3225;6862722.2023;"{""coordinates"": [2.405979737149793, 48.86305703104355], ""type"": ""Point""}";48.86305703104355,2.405979737149793
1285;268, RUE DE BELLEVILLE;75020;Paris;2008;SIEMP;10;3;5;0;2;acquisition réhabilitation;;20;logement familial;656126.7562;6864146.2605;"{""coordinates"": [2.401831342523629, 48.875843440673904], ""type"": ""Point""}";48.875843440673904,2.401831342523629
1297;44-44BIS RUE DE LA CHINE;75020;Paris;2009;FOND.BERSA;23;23;0;0;0;acquisition réhabilitation;;20;maison relais;655755.431;6863414.8942;"{""coordinates"": [2.396845049213935, 48.869240993652255], ""type"": ""Point""}";48.869240993652255,2.396845049213935
1322;1-3-5 RUE DES TOURELLES;75020;Paris;2009;SIEMP;25;3;19;0;3;construction neuve;;20;logement familial;656265.2577;6864012.8781;"{""coordinates"": [2.403733334770906, 48.87465337979616], ""type"": ""Point""}";48.87465337979616,2.403733334770906
1598;GROUPE GOUVION SAINT CYR 4, SQUARE DU VIVARAIS;75017;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;647777.7293;6865106.0451;"{""coordinates"": [2.287888216801877, 48.88385156234375], ""type"": ""Point""}";48.88385156234375,2.287888216801877
1634;ZAC RUNGIS  LOT D (EHPAD);75013;Paris;2010;CASVP;100;0;0;0;100;construction neuve;;13;établissement d'hébergement pour personnes âgées dépendantes;652085.7203;6858172.55;"{""coordinates"": [2.347411282109631, 48.82183409744549], ""type"": ""Point""}";48.82183409744549,2.347411282109631
1636;117-119, RUE DE MENILMONTANT 301-303, RUE DES PYRENEES (CARRE BAUDOIN);75020;Paris;2010;PARIS HAB;87;0;87;0;0;construction neuve;;20;résidence pour étudiants;655519.3185;6863477.9346;"{""coordinates"": [2.393619821131487, 48.86979164322854], ""type"": ""Point""}";48.86979164322854,2.393619821131487
1644;38-40, RUE DU CHATEAU DES RENTIERS 55 RUE ALBERT;75013;Paris;2010;SNL-PROLOG;2;2;0;0;0;acquisition réhabilitation;;13;logement familial;653853.3891;6858633.4877;"{""coordinates"": [2.371435782454355, 48.82610835685047], ""type"": ""Point""}";48.82610835685047,2.371435782454355
1816;36, RUE DE BELLEVILLE;75020;Paris;2010;SIEMP;22;2;11;0;9;construction neuve;"opération abandonnée; réagréée";20;logement familial;654547.5647;6863828.8083;"{""coordinates"": [2.380335448435067, 48.872879141917146], ""type"": ""Point""}";48.872879141917146,2.380335448435067
2033;27, RUE DE LA CHAPELLE;75018;Paris;2011;TOIT&JOIE;3;0;3;0;0;acquisition conventionnement;;18;logement familial;653041.5359;6865985.4785;"{""coordinates"": [2.359565795794288, 48.892165390159306], ""type"": ""Point""}";48.892165390159306,2.359565795794288
2034;82, RUE DOUDEAUVILLE;75018;Paris;2011;TOIT&JOIE;13;0;13;0;0;acquisition conventionnement;;18;logement familial;652366.5539;6865570.7886;"{""coordinates"": [2.350407118726433, 48.888386651924904], ""type"": ""Point""}";48.888386651924904,2.350407118726433
2036;29, RUE FESSART 34, RUE MELINGUE;75019;Paris;2011;TOIT&JOIE;3;0;3;0;0;acquisition conventionnement;;19;logement familial;654962.8997;6864224.2196;"{""coordinates"": [2.385955666507851, 48.87646417037824], ""type"": ""Point""}";48.87646417037824,2.385955666507851
2622;PARIS NORD EST - CHAPELLE INTERNATIONAL- PARTIE NORD BD NEY LOT F 73 RUE DE LA CHAPELLE;75018;Paris;2014;RIVP;106;106;0;0;0;construction neuve;;18;foyer pour jeunes travailleurs ou résidence pour jeunes;652985.1532;6866492.8927;"{""coordinates"": [2.358740665947693, 48.8967242502386], ""type"": ""Point""}";48.8967242502386,2.358740665947693
2633;14, RUE DU LOIRET;75013;Paris;2014;SABLIERE;100;51;49;0;0;construction neuve;opération abandonnée;13;foyer pour jeunes travailleurs ou résidence pour jeunes;654370.4271;6858628.3279;"{""coordinates"": [2.378478631499183, 48.826098761139356], ""type"": ""Point""}";48.826098761139356,2.378478631499183
2421;1-3, QUAI DE LA GIRONDE 2, RUE DE L'ARGONNE;75019;Paris;2013;SCI GIROND;15;0;0;0;15;construction neuve;;19;logement familial;654937.3777;6866026.8775;"{""coordinates"": [2.385416417975812, 48.89267316307922], ""type"": ""Point""}";48.89267316307922,2.385416417975812
2429;47-49, RUE RAYMOND LOSSERAND;75014;Paris;2013;SIEMP;27;0;27;0;0;construction neuve;;14;foyer pour personnes handicapées;650090.9951;6859643.4809;"{""coordinates"": [2.320072093984756, 48.83491098535005], ""type"": ""Point""}";48.83491098535005,2.320072093984756
2439;96, RUE DE MEAUX - 3, RUE PETIT;75019;Paris;2013;SIEMP;10;0;0;0;10;construction neuve;;19;logement familial;654534.5578;6865170.0604;"{""coordinates"": [2.380014560000228, 48.88493976931534], ""type"": ""Point""}";48.88493976931534,2.380014560000228
2440;134, RUE D'AVRON;75020;Paris;2013;SIEMP;5;0;0;0;5;construction neuve;;20;logement familial;656642.0064;6861618.3227;"{""coordinates"": [2.409113918077504, 48.85314486205831], ""type"": ""Point""}";48.85314486205831,2.409113918077504
1857;88, RUE CASTAGNARY;75015;Paris;2011;ELOGIE;8;0;6;0;2;construction neuve;;15;logement familial;649115.8924;6859265.1116;"{""coordinates"": [2.306833851936457, 48.831432042040156], ""type"": ""Point""}";48.831432042040156,2.306833851936457
1877;58, BD DE STRASBOURG;75010;Paris;2011;ERIGERE;70;7;49;0;14;acquisition conventionnement;;10;logement familial;652827.082;6863922.8922;"{""coordinates"": [2.3568702440241482, 48.87360149952284], ""type"": ""Point""}";48.87360149952284,2.3568702440241482
1755;18 , PASSAGE DE CLICHY;75018;Paris;2010;SIEMP;5;0;5;0;0;construction neuve;;18;logement familial;650784.3866;6865194.5876;"{""coordinates"": [2.328875211807668, 48.8848846182325], ""type"": ""Point""}";48.8848846182325,2.328875211807668
1756;34, RUE DES ANNELETS;75019;Paris;2010;SIEMP;12;0;11;0;1;construction neuve;;19;logement familial;655240.7706;6864456.4427;"{""coordinates"": [2.38971958947573, 48.878571871755234], ""type"": ""Point""}";48.878571871755234,2.38971958947573
1769;73 RUE DE LA CONVENTION;75015;Paris;2010;ELOGIE;2;0;2;0;0;acquisition réhabilitation;;15;logement familial;647498.078;6860531.9706;"{""coordinates"": [2.28464010326757, 48.842695150984866], ""type"": ""Point""}";48.842695150984866,2.28464010326757
2062;1, RUE LUCIEN ET SACHA GUITRY;75020;Paris;2012;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656266.6659;6861064.6791;"{""coordinates"": [2.4040558853524843, 48.84814057593691], ""type"": ""Point""}";48.84814057593691,2.4040558853524843
2087;ZAC CLICHY BATIGNOLLES LOT O2;75017;Paris;2012;ELOGIE;48;10;24;0;14;construction neuve;;17;logement familial;649742.689;6865695.424;"{""coordinates"": [2.314611612484736, 48.88930798817776], ""type"": ""Point""}";48.88930798817776,2.314611612484736
2098;10, RUE LACAZE;75014;Paris;2012;IMM 3F;14;4;8;0;2;construction neuve;;14;logement familial;650847.2744;6858533.6763;"{""coordinates"": [2.330502843107296, 48.82498852311769], ""type"": ""Point""}";48.82498852311769,2.330502843107296
1992;HOPITAL BROUSSAIS  15 RUE DES ARBUSTES 96-108 RUE DIDOT 1-29 RUE DE MARINIERS;75014;Paris;2011;RIVP;97;0;97;0;0;construction neuve;;14;résidence pour étudiants;649340.2228;6858909.1837;"{""coordinates"": [2.309931997209149, 48.828248824700886], ""type"": ""Point""}";48.828248824700886,2.309931997209149
2006;1-15, RUE FULTON 10, RUE EDMOND FLAMAND 11-13, QUAI D'AUSTERLITZ (LOT A5 DE PRG);75013;Paris;2011;SABLIERE;87;11;49;0;27;construction neuve;;13;logement familial;653842.1323;6859962.4115;"{""coordinates"": [2.371138302948436, 48.83805872418019], ""type"": ""Point""}";48.83805872418019,2.371138302948436
2291;16, RUE ERLANGER;75016;Paris;2013;HUMANISME;1;1;0;0;0;acquisition conventionnement;;16;logement familial;645791.4812;6860998.6795;"{""coordinates"": [2.261328881768459, 48.846750920513145], ""type"": ""Point""}";48.846750920513145,2.261328881768459
2306;10-12, RUE DES ARDENNES;75019;Paris;2013;OGIF;15;0;0;0;15;construction neuve;;19;logement familial;654987.9245;6865569.3459;"{""coordinates"": [2.38615427758207, 48.88856227287074], ""type"": ""Point""}";48.88856227287074,2.38615427758207
1912;GROUPE MOLITOR 4 RUE LECOMTE DE NOUY;75016;Paris;2011;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645365.4782;6860552.8912;"{""coordinates"": [2.255581570306669, 48.84270600872658], ""type"": ""Point""}";48.84270600872658,2.255581570306669
1916;GROUPE PORTE DE MONTREUIL 1 ET 2 SQUARE DU PERIGORD ET 2 SQUARE DU QUERCY;75020;Paris;2011;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;20;logement familial;656822.8794;6861622.6528;"{""coordinates"": [2.411578338095549, 48.853195949395484], ""type"": ""Point""}";48.853195949395484,2.411578338095549
1919;86, RUE DE LOURMEL;75015;Paris;2011;PARIS HAB;25;25;0;0;0;construction neuve;;15;résidence sociale pour démuni;647681.6687;6860773.9166;"{""coordinates"": [2.287111702925587, 48.84488588997743], ""type"": ""Point""}";48.84488588997743,2.287111702925587
1932;86, RUE DE LOURMEL;75015;Paris;2011;PARIS HAB;101;0;101;0;0;construction neuve;;15;établissement d'hébergement pour personnes âgées dépendantes;647681.6687;6860773.9166;"{""coordinates"": [2.287111702925587, 48.84488588997743], ""type"": ""Point""}";48.84488588997743,2.287111702925587
