N_SQ_SP;TEXTE_SP;TYPE_SP;DENS;geo_shape;geo_point_2d
104.0;SL 16-31;SMV;N;"{""coordinates"": [[[2.263046687877606, 48.852130809462146], [2.263086706129451, 48.852087624764465], [2.2630959618235122, 48.85206107139499], [2.26309612509715, 48.852060608328856], [2.263100738703071, 48.85204737472538], [2.263101079180221, 48.85204758367594], [2.263342043439086, 48.85203011159053], [2.26334941905529, 48.85207059958805], [2.263350966685402, 48.85207324065457], [2.263352314740514, 48.852075538734105], [2.2633530213534803, 48.852076744634424], [2.263357973844919, 48.85208253015345], [2.26336375697728, 48.8520877856648], [2.263368344186936, 48.85209097157213], [2.263370767646988, 48.852092681792804], [2.263378612771755, 48.85209677812716], [2.263378660174149, 48.85209679910437], [2.26338701314085, 48.852100255519666], [2.263396505630939, 48.8521029266102], [2.263406152932129, 48.85210496190352], [2.263414621438111, 48.85210593318694], [2.263416093651398, 48.85210610053812], [2.263416372955859, 48.852106105855], [2.263426304289257, 48.85210626952071], [2.263430517527228, 48.852106217212956], [2.263431075027556, 48.85210620985257], [2.26343144745377, 48.852106183365606], [2.2634324310471152, 48.85210611297468], [2.263461234901119, 48.85210405267113], [2.263489881855491, 48.85210171529021], [2.263497528054137, 48.8521005059453], [2.263506134579122, 48.85209836537415], [2.263506412213061, 48.852098296033354], [2.263506688471558, 48.85209822758346], [2.263511929333224, 48.852096435933376], [2.26351545565677, 48.852095230007656], [2.263516706723796, 48.85209474845452], [2.263516832792117, 48.85209469976549], [2.26351725626852, 48.85209443616049], [2.263523843547026, 48.85209033423792], [2.263530732653048, 48.85208560821565], [2.263536107124831, 48.852081691291154], [2.263540376045011, 48.85207866332786], [2.26354304697641, 48.85207684596512], [2.263559500468193, 48.852065653926886], [2.2635588221480862, 48.85206485651311], [2.263558031101783, 48.85206393519264], [2.263609375714739, 48.85203817685355], [2.263609420150245, 48.85203821490033], [2.2636749929327262, 48.85209450670977], [2.263688651773769, 48.852106231228866], [2.263834763862398, 48.85203036241082], [2.263881255624803, 48.852005062451816], [2.2638814739974062, 48.85200494328055], [2.263816837386738, 48.851951736762025], [2.263785468703704, 48.851925830942236], [2.26375939281849, 48.851904296212666], [2.263759210962792, 48.85190414579929], [2.263806046472712, 48.851894444749384], [2.263811840427987, 48.85189324467304], [2.2638201530027118, 48.85189020290679], [2.263820791376412, 48.85188996940254], [2.263838413792133, 48.851883522365455], [2.263838812447644, 48.85188337552382], [2.263893114519433, 48.85186337319804], [2.26393360337217, 48.85184845811284], [2.263933922571215, 48.85184834046109], [2.263946832605684, 48.85185615261104], [2.264030977665968, 48.85190706876763], [2.264049248244609, 48.8519181237079], [2.264049280670119, 48.85191814369336], [2.264050920951139, 48.851917314676115], [2.264062453667425, 48.85191148848354], [2.264075505031951, 48.85190437474798], [2.264152604119984, 48.8518635402558], [2.264195134193179, 48.851841015527896], [2.264231549887411, 48.85182201736404], [2.264255412826786, 48.85180956851331], [2.264215603938843, 48.851793034437584], [2.2642065394470983, 48.85178929759896], [2.264189455128291, 48.85178225394436], [2.2641369701905, 48.85176044895999], [2.264104801556127, 48.851747083526824], [2.264053781093397, 48.85172561218237], [2.264053610396677, 48.8517255400827], [2.2640831653223232, 48.85169865191276], [2.264096034608325, 48.85168551311441], [2.264167620285908, 48.851618076585], [2.264235985268154, 48.85155383812917], [2.264295575742926, 48.85149784411092], [2.264326989550839, 48.851468137907396], [2.264338558909119, 48.85145719722837], [2.264376969489724, 48.85142101184194], [2.264424089700188, 48.851376622026145], [2.264460748092007, 48.85133692551341], [2.2644631090924072, 48.85133437144354], [2.264463142266548, 48.851334338371004], [2.264466467700907, 48.85133084949499], [2.2644988683799943, 48.8512957081564], [2.264516494215282, 48.85130135748737], [2.264530073116781, 48.85130570933923], [2.264530118910553, 48.85130565116203], [2.2645496514935353, 48.85128038936923], [2.264557296771129, 48.85127044802375], [2.264559098704453, 48.85126839865626], [2.264579583956345, 48.851246316570055], [2.264613697615131, 48.85120981869372], [2.264637328348834, 48.85118453710486], [2.264738591686696, 48.851075378526026], [2.264738680218044, 48.85107528553617], [2.264695467835817, 48.85105746978257], [2.264558738436921, 48.85100134908972], [2.264496486693731, 48.850975797714625], [2.264491090786983, 48.85097352242885], [2.264459388672624, 48.850960153651464], [2.264459241016539, 48.850960090687565], [2.264459200461072, 48.85095968122742], [2.264458528878383, 48.8509528068535], [2.264456063824778, 48.85095182398317], [2.264455546150318, 48.85095161754433], [2.264414314121551, 48.85093447669204], [2.26441432305923, 48.850934422785116], [2.265166481258483, 48.85012992664945], [2.26517090615826, 48.85012519348666], [2.265155403458596, 48.850118799119336], [2.264914005762749, 48.85000363289307], [2.264943664112816, 48.849976460913716], [2.26494369035834, 48.84997643589272], [2.2649505376177013, 48.84997058981544], [2.264987703845585, 48.84993884750783], [2.265103977780097, 48.849835089683936], [2.26509436188389, 48.84983114266337], [2.265089573586974, 48.8498291769181], [2.265086207955112, 48.849827795505114], [2.265075937643651, 48.849823579150524], [2.265073510988856, 48.8498225821377], [2.265061706937415, 48.84981773399992], [2.26503082050322, 48.84980512493459], [2.264999069994597, 48.84979242601252], [2.264985579757921, 48.849787030587294], [2.264978004497241, 48.849783913616484], [2.264957825949052, 48.849775609922204], [2.264953229895177, 48.84977383152101], [2.26494791144478, 48.84977177257631], [2.264935928739467, 48.849766838787836], [2.264930589104392, 48.84976463941122], [2.264895721169561, 48.8497534484306], [2.264754658833329, 48.849698764521875], [2.2647758524357, 48.8496660283478], [2.264824937648182, 48.849590212169225], [2.26482604312427, 48.84958932319393], [2.264897293621586, 48.84959976372697], [2.26490569702427, 48.84956107788473], [2.2649070873455788, 48.84955468024589], [2.264917924356535, 48.84951108622605], [2.264918807050746, 48.8495075382557], [2.264927661815205, 48.84947143816013], [2.264928086665675, 48.84946981921408], [2.264934157113711, 48.849446388462525], [2.264941590622609, 48.84941298492416], [2.264944653792781, 48.84939986760814], [2.264946540648527, 48.849391792104015], [2.264950165137949, 48.84937646219908], [2.264951338983885, 48.8493714986165], [2.264959760011708, 48.849334649376125], [2.264961088957721, 48.849328834147386], [2.264961936919302, 48.849326685375914], [2.2649712912872593, 48.849285304567026], [2.264972715664308, 48.84927900336729], [2.264980117402295, 48.84924900822305], [2.26493038039402, 48.84924480300701], [2.264891503848309, 48.84924151529929], [2.264857074776993, 48.84923845996169], [2.264739767467321, 48.84922804754856], [2.264739594590522, 48.84922803389503], [2.2646816572999953, 48.84922339145337], [2.264766141198226, 48.84910506394759], [2.264775576513502, 48.849058630105], [2.264757750903843, 48.84901822266987], [2.264686263423785, 48.84896601312779], [2.264697884323922, 48.84890607974178], [2.264714480909655, 48.84882815812943], [2.264714489656429, 48.84882811771174], [2.263403264404147, 48.848703245128185], [2.263389696387656, 48.84876604799016], [2.263389677516818, 48.84876612971629], [2.2633848007735002, 48.84878711068818], [2.263376463420197, 48.84882298094739], [2.263374925271948, 48.84883143721238], [2.263372754661304, 48.84884337462773], [2.263367664655432, 48.84886671602039], [2.26336721147626, 48.84886879346441], [2.263363913431386, 48.84888403990116], [2.263340882809362, 48.848990484690894], [2.263332268400053, 48.84902956127408], [2.2633321091632, 48.849029546803145], [2.26317688134119, 48.849015673333255], [2.263141340931326, 48.849012491939234], [2.263165879546317, 48.84890023757473], [2.26314205258371, 48.84889797821947], [2.263096750342169, 48.84889368173284], [2.263031557633352, 48.84888831657686], [2.263018671737119, 48.848949296978205], [2.262994584807914, 48.8489466285795], [2.262945931779939, 48.848941063074605], [2.262942176694937, 48.84894063252859], [2.26293581613772, 48.84893990622841], [2.26289962705434, 48.84893576653811], [2.262899612677562, 48.848935819512185], [2.262898839635443, 48.84893892835564], [2.262892677209756, 48.848963694911525], [2.2628560818388648, 48.848959856690925], [2.262745575939812, 48.848949614626555], [2.262749889205645, 48.848930144742795], [2.262754767248273, 48.848908127735854], [2.262730527120517, 48.848905983569594], [2.262658280369775, 48.84889959443174], [2.262657391776794, 48.84890431962241], [2.262657098524882, 48.848905879115094], [2.262656538103456, 48.84890802154935], [2.262655947476231, 48.848910276218234], [2.262651840084488, 48.84892848465764], [2.262649404699761, 48.848939282729724], [2.262649245450752, 48.84893926915715], [2.262621624051317, 48.84893695303679], [2.262578612013325, 48.848932986146565], [2.262519429001007, 48.84892685102094], [2.262516295978579, 48.84892647106294], [2.26249929330827, 48.84892510264661], [2.262450981206393, 48.84892029540856], [2.262338581217636, 48.848909863216], [2.262340309205897, 48.848903218558846], [2.262266017291185, 48.84889546302784], [2.262226032630837, 48.848890967862786], [2.262209150614956, 48.84888906772415], [2.262187739427831, 48.8488868374656], [2.262071180122256, 48.84887469755573], [2.26207118744477, 48.848874661626226], [2.262074278366881, 48.8488606919449], [2.262076147730007, 48.84885224583268], [2.262080072356778, 48.848835409615944], [2.262080083958132, 48.84883536022235], [2.262018057220248, 48.84882902203832], [2.261991772538702, 48.84882633628304], [2.261924978006633, 48.84881996864056], [2.261846170809028, 48.848812454802186], [2.26176331013325, 48.848803740428295], [2.261763088261547, 48.84880487675788], [2.261762870834281, 48.84880598793267], [2.261692401023972, 48.848799236836], [2.261623931737231, 48.84879267791738], [2.261599027530979, 48.84879008963243], [2.261595075877572, 48.84879006884126], [2.261569232172403, 48.848786751660974], [2.2614282818651192, 48.848773915561765], [2.261410342786357, 48.848772278594346], [2.261409884131185, 48.84877223709017], [2.261309014195751, 48.84876300111098], [2.2612419508664, 48.84875686076465], [2.261234880600155, 48.84875582960295], [2.261157305710539, 48.84874849379808], [2.261137798033885, 48.84884297679994], [2.261137345168935, 48.84884531415497], [2.261135554772572, 48.84884596952883], [2.261104746831022, 48.848857244391816], [2.261104081782533, 48.848855804895535], [2.261104055256832, 48.84885575346786], [2.261101703641483, 48.848851298771905], [2.261099920029565, 48.84884791962879], [2.261099841725977, 48.848847771649055], [2.260994734219897, 48.84888624851092], [2.260970908339309, 48.84889496999466], [2.260770489701893, 48.848955006585655], [2.260897932214439, 48.84915264995653], [2.261085788814743, 48.84938560305765], [2.261154393757379, 48.849362364416606], [2.261154696391853, 48.849362261059646], [2.261205889174604, 48.84934480211164], [2.261205927519692, 48.84934478885794], [2.261299288969052, 48.849312936879684], [2.261449458890101, 48.849261410229474], [2.261449542418601, 48.849261381965405], [2.261456567897872, 48.84926528990942], [2.26146601784054, 48.84926986216118], [2.261480110191529, 48.84927668090525], [2.261489329351765, 48.84928051784775], [2.261562453888669, 48.84931202250773], [2.261596715148073, 48.849326622921154], [2.261698032265448, 48.84936757035542], [2.26163630275864, 48.8494327361132], [2.2617205245831, 48.8495246440199], [2.261834646815764, 48.84964966391924], [2.261793279179217, 48.84966560446731], [2.261817127208948, 48.849692179471596], [2.261816863772163, 48.84969230555616], [2.261810813028155, 48.84969519655911], [2.261814686079111, 48.84969952032302], [2.261838292018209, 48.84972587078572], [2.261838133046882, 48.8497259336599], [2.26183768901449, 48.849726109894185], [2.261825816691476, 48.849730817674114], [2.261846330474578, 48.84975370898262], [2.2618424453196893, 48.84977419414897], [2.261840726614891, 48.84978325544729], [2.261841540493693, 48.849784195808915], [2.261867659767545, 48.84981437058341], [2.261867702251675, 48.84981435375753], [2.261961370614252, 48.84977798925039], [2.261964951233825, 48.84977659753484], [2.261975813054958, 48.84978954705041], [2.26199978868464, 48.84981818864445], [2.262062573667881, 48.84989385910122], [2.262065767110165, 48.84989767501966], [2.26209351908026, 48.84993083940869], [2.2621020795334, 48.849941073922245], [2.262118057361083, 48.8499601760568], [2.262128461775918, 48.849972615492824], [2.262129536655757, 48.84997379489444], [2.262123228939879, 48.84997596933214], [2.262098029590617, 48.8499846546829], [2.2621181000175232, 48.850017891303295], [2.262138480723204, 48.85005164157163], [2.262141639873611, 48.85005624422072], [2.262145552103533, 48.85006194334362], [2.26208897239475, 48.85008244619039], [2.262124716151787, 48.850134833426026], [2.262156732296244, 48.85018099923427], [2.262054461389194, 48.85021361803262], [2.262037998953352, 48.85021891628468], [2.2620224236309108, 48.85022392951125], [2.262020561945291, 48.85022451610624], [2.262003119559342, 48.850230014263765], [2.261901126531544, 48.85026272458133], [2.261900844511592, 48.850262815476206], [2.2618338791715003, 48.850282422217894], [2.261939280046926, 48.85041822636295], [2.261955859457221, 48.85045047464458], [2.262196580935623, 48.85091868654375], [2.26225279089692, 48.85090405063079], [2.262270054142368, 48.850898224865], [2.2624174691378283, 48.8508492171725], [2.262436437190077, 48.85084291083897], [2.2624377981427912, 48.85084246325056], [2.26244794371889, 48.85083912349528], [2.26258257199459, 48.85079430336245], [2.262638421064723, 48.8510116390882], [2.262528546186145, 48.85106599132661], [2.262507849709988, 48.85107636473929], [2.262498067635083, 48.851081268036744], [2.262479997099359, 48.85109020875425], [2.262425042973856, 48.85111739864991], [2.262353391219984, 48.8511530007615], [2.262346580627779, 48.85115256665008], [2.262329084671414, 48.85115143260775], [2.262328732029234, 48.85115140974822], [2.262274590186623, 48.85114826361961], [2.262288110869188, 48.85121909009963], [2.262343023468484, 48.851208612903065], [2.26234343613239, 48.85120853540374], [2.262454944599595, 48.851187561631846], [2.262601582203444, 48.851159635429994], [2.262827346778698, 48.85111676799226], [2.26282748205316, 48.851116742744125], [2.262832630111701, 48.8511370155601], [2.262834449155945, 48.85114483954698], [2.262834932162692, 48.85114691825613], [2.262881107672242, 48.85133364728108], [2.262882348315575, 48.85134237965786], [2.262885708758199, 48.8513640732422], [2.26281781838554, 48.85137443295502], [2.262658020351638, 48.85139913144246], [2.262621547089673, 48.851404746240576], [2.262625840039075, 48.851433053208055], [2.262631991598049, 48.851473610177855], [2.262637981556072, 48.85151210480702], [2.262643436900654, 48.85154716056864], [2.262619910622828, 48.851549956502645], [2.262612579989148, 48.851550827776826], [2.262577176582705, 48.85155489055656], [2.262561388645275, 48.85155670260113], [2.262534754641544, 48.85155972668949], [2.262508153390338, 48.85156274737633], [2.262480309004805, 48.851566074272654], [2.262408737325615, 48.851567961535146], [2.262408510978265, 48.851567970032804], [2.262348051927319, 48.85157012812066], [2.262372968842769, 48.851993015211264], [2.262448334487845, 48.85198829047786], [2.262448751921227, 48.85198826157329], [2.262491032743116, 48.85198533305079], [2.262498663404676, 48.85198493310126], [2.262581884730972, 48.85197921793935], [2.262598689698858, 48.85197806329933], [2.262638900722794, 48.85197530274066], [2.262663045337647, 48.851973606937875], [2.262738633130793, 48.8519682997037], [2.262746878727315, 48.85201796571579], [2.262749274786219, 48.85203239908021], [2.262724429440801, 48.85203449529633], [2.262729590990038, 48.85206393180035], [2.262735268914589, 48.85209472682638], [2.262735620913136, 48.85209469931635], [2.262798845923675, 48.852089830301686], [2.262816826159167, 48.852088449037566], [2.262829143139289, 48.85208750324656], [2.262884637043943, 48.852120094518966], [2.262979780216994, 48.85217597259832], [2.262979833871467, 48.85217593695428], [2.262998644785068, 48.852163233294235], [2.263012818012802, 48.852153611065006], [2.263033289090194, 48.85213982939509], [2.263046687877606, 48.852130809462146]]], ""type"": ""Polygon""}";48.8501839831,2.26330128676
52.0;SL 13-8;SMV;N;"{""coordinates"": [[[2.343792038023568, 48.8345613214023], [2.343808216413036, 48.834418326721696], [2.34381389922624, 48.83436807592762], [2.3438194408633812, 48.83431908257511], [2.34381946844057, 48.83431883989648], [2.34368406273739, 48.83441159996537], [2.343668671007984, 48.83442230164962], [2.343639220438931, 48.83444247299468], [2.3436391132542083, 48.834442546154825], [2.343636785032376, 48.83444156925404], [2.343635858082588, 48.83444118013639], [2.343593051204361, 48.83441643559394], [2.343530265136715, 48.83438014319502], [2.343536009510843, 48.83437543594281], [2.343564697026917, 48.834351921972996], [2.343621699490854, 48.83430548015503], [2.343647170678395, 48.83428475904511], [2.343728826036833, 48.83421786587555], [2.343732346775303, 48.83421501800164], [2.343753343183791, 48.834198035279776], [2.343977645527711, 48.83401540571215], [2.343979443624074, 48.83401325618656], [2.344002436288251, 48.833984751744005], [2.3440131590056152, 48.833971457604015], [2.34401323373264, 48.83397136537874], [2.344044495683832, 48.83392132319332], [2.343499597585025, 48.83378365648682], [2.343468884636839, 48.83383550389006], [2.3434218944459673, 48.83390692486437], [2.343385269741084, 48.83396161687436], [2.343367839022413, 48.833987646989165], [2.343355283222574, 48.834006609631984], [2.343346306273204, 48.834020166020935], [2.34334323654633, 48.83402484567913], [2.343331434072382, 48.83404283753746], [2.343323889558033, 48.83405407331925], [2.343313511328877, 48.834069529576034], [2.343282226675705, 48.83411720160313], [2.343224970234782, 48.83420347227645], [2.343140224848228, 48.834331633007885], [2.343140188749639, 48.83433168677186], [2.343130995502976, 48.8343293168092], [2.343099866096512, 48.834321293448085], [2.342730861455454, 48.834227715791805], [2.342730545014304, 48.83422763760646], [2.342721255451652, 48.8343167510065], [2.342715741284986, 48.834369642334444], [2.342683492083496, 48.83467838337334], [2.342683488848706, 48.834678423827214], [2.342666225641952, 48.834860305617305], [2.34375941965794, 48.83490724145236], [2.3437733970066112, 48.834726452226874], [2.343773398765153, 48.8347264207586], [2.343784601348059, 48.83462719271055], [2.343792038023568, 48.8345613214023]]], ""type"": ""Polygon""}";48.8344400799,2.34333353692
78.0;SL 15-4;SMV;N;"{""coordinates"": [[[2.304520029248344, 48.83292495195121], [2.304088751719275, 48.83237971543651], [2.304016794154364, 48.83240404574098], [2.304016404018333, 48.8324041864714], [2.303911910152638, 48.83244190164823], [2.303911637837754, 48.83244199269902], [2.303820608614506, 48.83247289244696], [2.30373364923564, 48.83250241099364], [2.3037335767146923, 48.832502434854604], [2.303759983086387, 48.832533080095494], [2.303760027366508, 48.83253313071829], [2.30378008593088, 48.8325564945339], [2.303781616656013, 48.83255785880283], [2.30378211477406, 48.832558303295656], [2.303824241837235, 48.83260815804914], [2.303830626987449, 48.83261570679663], [2.30387872435437, 48.83267337497427], [2.303880020547463, 48.83267383760223], [2.303880766266547, 48.83267410366063], [2.303892145488687, 48.832688297274196], [2.303901508948956, 48.83270031435879], [2.303925078113521, 48.832727468758], [2.303925914016198, 48.832728428759154], [2.30393488308356, 48.8327400900909], [2.303958061529387, 48.83276783939362], [2.303974816756001, 48.83278772674897], [2.303981104979567, 48.832795497967915], [2.304022523556521, 48.832844673085255], [2.304023784728245, 48.832846126618975], [2.30402479637077, 48.832847290900716], [2.304040796242844, 48.83286641297851], [2.304056564137902, 48.83288525849524], [2.304062430156965, 48.83289230865178], [2.304068215717429, 48.83289926300612], [2.304095218523826, 48.83293148823444], [2.304116997000304, 48.832957478272164], [2.304130511509554, 48.83297500927118], [2.304144635830522, 48.83299125231385], [2.304153311418779, 48.83300122918814], [2.304164281558726, 48.8330150543453], [2.304197534454051, 48.833053022441234], [2.304221408726338, 48.83308051041595], [2.304230634495851, 48.833093158029804], [2.304231552965523, 48.83309395482259], [2.304231575847239, 48.83309397564129], [2.304357388515903, 48.83304686071695], [2.304357552810013, 48.83304679961568], [2.304414233866928, 48.83304677941232], [2.304414032242786, 48.833041572658416], [2.30444219733973, 48.83301611686417], [2.304445578519893, 48.83301306156481], [2.304477206117047, 48.83298447718648], [2.304520029248344, 48.83292495195121]]], ""type"": ""Polygon""}";48.8327320918,2.30414674681
196.0;Paris Nord-Est - Evangile-Ney;SOA;N;"{""coordinates"": [[[2.362115412901852, 48.89729220384207], [2.362117944298455, 48.897241900534866], [2.362231322763981, 48.89724552787843], [2.362238917928397, 48.897134258945385], [2.362239406980619, 48.8971339755669], [2.362377433885202, 48.89713660179235], [2.362531578940447, 48.897136566241244], [2.362599134976739, 48.897244161286096], [2.362753260896877, 48.89720559860367], [2.362917462863966, 48.89717234763148], [2.363077638618551, 48.897145076164485], [2.363241442613616, 48.89711979597722], [2.363392556769175, 48.89710448269132], [2.363558782528056, 48.89708916498825], [2.363725008116649, 48.897073183357854], [2.363881163925318, 48.897063846124034], [2.364045376424669, 48.897051186225845], [2.364211605337314, 48.89704317458579], [2.365339544034355, 48.896977532170254], [2.365707061673131, 48.896956846146125], [2.365839037885463, 48.89695149806584], [2.366001240642356, 48.89695012836189], [2.366169493766799, 48.89695606233726], [2.366353870270707, 48.8969686356078], [2.366566460872543, 48.89698917199257], [2.366728880008457, 48.89701184658298], [2.367058361780393, 48.89707087756492], [2.3673898628768573, 48.897137214456436], [2.367588764532628, 48.897175687321884], [2.367759046589655, 48.897203539822925], [2.3680925519902, 48.897248617396684], [2.36833436325713, 48.897272463205844], [2.3686503286929232, 48.89729987495995], [2.369089418524982, 48.89733446271363], [2.36892658734866, 48.897311407860535], [2.368658026406715, 48.89725808923096], [2.368593225107566, 48.89723464235867], [2.368081631697863, 48.89704804454351], [2.367564884033197, 48.896786835120366], [2.367115448061874, 48.89646729237269], [2.367107773083332, 48.89646223542071], [2.366741005877139, 48.896102201857786], [2.366722234831236, 48.89607227762794], [2.366291778105915, 48.8961176356458], [2.36613151464821, 48.896107701679725], [2.366116165761375, 48.89610334957824], [2.365941386166388, 48.89605238898887], [2.365671095884793, 48.89595214507698], [2.365365015285724, 48.8958386779635], [2.365003510913174, 48.895712307742436], [2.36449208029922, 48.89576526712017], [2.363828923098458, 48.89583399733803], [2.363626054930672, 48.89585498155931], [2.362730191939015, 48.895947648007514], [2.362528175349271, 48.89596863130582], [2.361836884916594, 48.896040166700885], [2.361299876198609, 48.89609578653003], [2.360877084400149, 48.8961394366011], [2.360774797484077, 48.89615013754208], [2.36077395184985, 48.89616179988219], [2.36075106852231, 48.89644240614273], [2.36074852700237, 48.89647598929326], [2.360728188342409, 48.89672540183213], [2.360652320622579, 48.89672443475199], [2.360647251944838, 48.89682518252593], [2.360643735677931, 48.89682506482875], [2.3606347957331533, 48.89692994227569], [2.3604704494132642, 48.896949013416915], [2.360462770013095, 48.89709459258359], [2.360384822747961, 48.897092982911204], [2.360385552952532, 48.89712691715589], [2.360385705874222, 48.897159655821596], [2.36031665800085, 48.89716219901877], [2.360172574669662, 48.8971615956993], [2.360175731949775, 48.897164621683146], [2.360385906170476, 48.89717399470733], [2.360469579724854, 48.89720357494702], [2.360413055019728, 48.898053879417326], [2.360749292903693, 48.89808021157548], [2.360981159406224, 48.89806386284741], [2.360961510648721, 48.89797942009774], [2.36102203464488, 48.897975752766314], [2.361247914925565, 48.89792174777463], [2.361365537609377, 48.8978840650735], [2.361379167635733, 48.897867762998274], [2.36139791003579, 48.897840780018576], [2.36143626397807, 48.89782826639069], [2.361436258915011, 48.897817447584025], [2.361656993882352, 48.89770597232643], [2.362115412901852, 48.89729220384207]]], ""type"": ""Polygon""}";48.8966758783,2.36363088955
215.0;Petite Ceinture;SDP;N;"{""coordinates"": [[[2.289968873063116, 48.83352875674869], [2.290525123610617, 48.83320053772787], [2.29056311268359, 48.83322642406382], [2.291546472895103, 48.83258501492677], [2.29170929556735, 48.83268694776384], [2.291869151782883, 48.83256764859565], [2.291733884567778, 48.8324601033497], [2.291925520157911, 48.832369268674384], [2.292209140029697, 48.832235331322906], [2.292580463857154, 48.832082880359735], [2.29266222139147, 48.83205101602373], [2.292720131332223, 48.83203143639856], [2.292765266639161, 48.832015295071905], [2.292891302625213, 48.83197319037589], [2.293102498062795, 48.831902664945204], [2.29292813474915, 48.831720213738656], [2.292660469441342, 48.831788679908314], [2.292492717728849, 48.831831376722135], [2.29234965958588, 48.83186778436581], [2.292319287216977, 48.83187601563068], [2.292088427275366, 48.8319352170587], [2.292067135921321, 48.83204656790207], [2.290290173417853, 48.833172340609444], [2.289778532568433, 48.83349637334242], [2.289772233255135, 48.833500363342154], [2.289668312057707, 48.833557507723434], [2.289602722067665, 48.833593311754], [2.289565810884175, 48.83361320165982], [2.28965177330873, 48.83366727455393], [2.289687807380279, 48.83364856748899], [2.28975424647151, 48.833613537421904], [2.289860721851749, 48.833558009022845], [2.289887947537767, 48.83357635694653], [2.289968873063116, 48.83352875674869]]], ""type"": ""Polygon""}";48.8325310721,2.29153487183
51.0;SL 13-7;SMV;N;"{""coordinates"": [[[2.373287001190598, 48.82652700521152], [2.373201250411063, 48.826470796444156], [2.373161518344081, 48.82649717547148], [2.373061712900608, 48.82656343886685], [2.373148716039352, 48.82661699664565], [2.373208276141783, 48.82663566323734], [2.373266350799056, 48.826654052202095], [2.373308406342454, 48.82666714172776], [2.373362544811674, 48.82668425539211], [2.373428535199085, 48.826705008835155], [2.373450726518331, 48.82671198731884], [2.373481199162483, 48.826721504044954], [2.373513148304962, 48.826731480882756], [2.373542043594135, 48.82674054503955], [2.373574329730608, 48.82675070529939], [2.373635660854805, 48.82676983153719], [2.373696039606092, 48.82678886731485], [2.3737375592640753, 48.82680190801238], [2.373758992189091, 48.826808639635566], [2.373782652305216, 48.82681604575519], [2.373821264368733, 48.826828133151665], [2.37388340036689, 48.82684762772061], [2.373943504504406, 48.82686640651138], [2.373943838341321, 48.82686651078755], [2.374019359928457, 48.82689023315926], [2.374086511399115, 48.82691132597763], [2.374086872370018, 48.826911439389114], [2.374107797829153, 48.82691801360052], [2.374206857464566, 48.82694912057668], [2.374206958009359, 48.82694914178841], [2.374282705495653, 48.82696518452738], [2.374351561231813, 48.826837015367005], [2.374277568924094, 48.82681649937673], [2.374277510560343, 48.82681648198328], [2.374165205444251, 48.82678368597488], [2.374033977966404, 48.82674529294787], [2.374033699726312, 48.82674520964855], [2.374017954164833, 48.82674071310743], [2.373990573679086, 48.826732768620786], [2.373788325450104, 48.82667408061614], [2.373605655197975, 48.82662020213226], [2.373555233058559, 48.82660543472316], [2.373484873957575, 48.82658482754299], [2.373456919991927, 48.82657667127321], [2.373386237177337, 48.826556030860004], [2.373343318225097, 48.82654349804481], [2.373287229226899, 48.82652707206078], [2.373287001190598, 48.82652700521152]]], ""type"": ""Polygon""}";48.8267255621,2.37372576705
