N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750008146;75056;PL;;HRANT DINK;Pl. Hrant Dink;Place Hrant Dink;75056T301;N;O;4568;"{""coordinates"": [[2.352485824358009, 48.818570008880734], [2.352973984397784, 48.81823572411596], [2.3533777912067553, 48.8181959262996]], ""type"": ""LineString""}";5796;P;750001537;81.61617552;48.81832677498264,2.352911337871229
750006153;75056;RUE;;ROSENWALD;R. Rosenwald;Rue Rosenwald;750568363;O;O;8331;"{""coordinates"": [[2.306463660309844, 48.83435002536265], [2.305872693577969, 48.833105631852256], [2.305835455306561, 48.83303405845133], [2.305243502024876, 48.83182606389687]], ""type"": ""LineString""}";5813;P;750001537;294.59730288;48.83308617173871,2.3058574627862183
750005554;75056;PL;DE LA;ROTONDE;Pl. de la Rotonde;Place de la Rotonde;750568375;O;O;8341;"{""coordinates"": [[2.346581435913778, 48.86193580884134], [2.3465505792064683, 48.86194196277296]], ""type"": ""LineString""}";5821;P;750001537;2.36499991;48.86193888580715,2.3465660075601233
750000777;75056;VLA;DE LA;TERRASSE;Vla. de la Terrasse;Villa de la Terrasse;750569210;O;O;9180;"{""coordinates"": [[2.314524069773088, 48.88249049200066], [2.314156295639976, 48.8828214440692]], ""type"": ""LineString""}";5825;O;750001537;45.62652979;48.88265596803493,2.314340182706532
750006326;75056;RUE;;SCARRON;R. Scarron;Rue Scarron;750568871;O;O;8500;"{""coordinates"": [[2.36843921260147, 48.85860368047], [2.367838679162433, 48.85854490825186]], ""type"": ""LineString""}";5843;P;750001537;44.54372625;48.85857429436093,2.3681389458819515
750000749;75056;RUE;;SINGER;R. Singer;Rue Singer;750568989;O;O;8612;"{""coordinates"": [[[2.279603597320417, 48.8548490620627], [2.277917202429471, 48.85618066228003]], [[2.277807254464293, 48.856177143290054], [2.276076761714495, 48.85670640444465], [2.275839116542255, 48.85679107919842], [2.27473646141153, 48.85710981874077], [2.274623997252198, 48.857133497973805], [2.273550787439242, 48.85711393423058], [2.273483506212272, 48.85707954529444]]], ""type"": ""MultiLineString""}";5858;P;750001537;534.73873254;48.85637068440071,2.276666793268286
750000750;75056;RUE;;SISLEY;R. Sisley;Rue Sisley;750568993;O;O;8615;"{""coordinates"": [[2.302890649495612, 48.88966963057482], [2.302633311270024, 48.88991029982287], [2.302661196009717, 48.89023206845834], [2.302677298151953, 48.890395750984815], [2.302705729982995, 48.89039940145211], [2.30292268551668, 48.8905221621087], [2.303003352282093, 48.89058213123726], [2.303027485904847, 48.8907077046119]], ""type"": ""LineString""}";5860;P;750001537;132.89908025;48.890196744675464,2.3027703811466065
750002614;75056;RUE;;SOEUR CATHERINE MARIE;R. Soeur Catherine Marie;Rue Soeur Catherine Marie;750569000;O;O;8620;"{""coordinates"": [[2.343795334706583, 48.83006617348649], [2.343290553162772, 48.83015505345198], [2.343245315557898, 48.83013528954334], [2.34314460653005, 48.83005874032127], [2.34301646885542, 48.82990363205469], [2.3429687741772742, 48.82971838417813], [2.342881023735051, 48.829454991719835], [2.342892052048921, 48.829417401822795], [2.343363721196652, 48.8292751986086]], ""type"": ""LineString""}";5863;P;750001537;166.45750053;48.82977640196424,2.3431950307645177
750000985;75056;SQ;;PASTEUR;Sq. Pasteur;Square Pasteur;750567091;O;O;7017;"{""coordinates"": [[2.310377404663889, 48.84489983704098], [2.310844373006205, 48.84430680846293]], ""type"": ""LineString""}";5873;V;750001537;74.31512984;48.84460332275195,2.310610888835047
750002136;75056;VOIE;;P/12;Voie P/12;Voie P/12;75056X462;O;O;Y462;"{""coordinates"": [[2.374991459207335, 48.84894364426725], [2.374610474794058, 48.84838824579711]], ""type"": ""LineString""}";5881;V;750001537;67.79098461;48.84866594503218,2.3748009670006964
750000162;75056;VOIE;;AS/16;Voie As/16;Voie As/16;75056A829;N;O;Y620;"{""coordinates"": [[2.280354145817807, 48.877164511037925], [2.2805190676060603, 48.87744723454373], [2.280706977866964, 48.877778170142314], [2.280704780600502, 48.87778039090302], [2.280716326746794, 48.877830243297694], [2.280702612715945, 48.877900829308516], [2.28064199025442, 48.877977427035205], [2.280600231453533, 48.87801129978687], [2.280454384113303, 48.87809836798332], [2.280450973461146, 48.8780999851828], [2.280395591306104, 48.8781245082687], [2.280269436859471, 48.87815816854742], [2.280125467967875, 48.87816421253596], [2.280000170652928, 48.87815192946734], [2.279844267435757, 48.87810153695357], [2.279730212162886, 48.8780474704014], [2.279525795536606, 48.87783419460449], [2.279471175699951, 48.8778362266393]], ""type"": ""LineString""}";5898;P;750001537;205.84395302;48.877858697853895,2.2802586387347348
750002920;75056;SQ;;PATENNE;Sq. Patenne;Square Patenne;750567100;O;O;7026;"{""coordinates"": [[2.405765823236235, 48.84943833907402], [2.405461130051392, 48.8503217642034]], ""type"": ""LineString""}";5914;V;750001537;100.74444133;48.849880051638706,2.4056134766438135
750004191;75056;RUE;;VICTOR MASSE;R. Victor Massé;Rue Victor Massé;750569775;O;O;9771;"{""coordinates"": [[2.3403970707847312, 48.880410885712756], [2.338421311181292, 48.880771491928], [2.337918923041979, 48.88086470044042], [2.337843700225468, 48.8808786584522], [2.337753001064934, 48.88089710391559], [2.337576485154397, 48.88093144866031], [2.336146289380939, 48.88120968990214]], ""type"": ""LineString""}";5926;P;750001537;324.16958223;48.88080422179865,2.338270535840552
750007156;75056;RUE;;VICTOR SCHOELCHER;R. Victor Schoelcher;Rue Victor Schoelcher;750569776;O;O;9774;"{""coordinates"": [[2.331458339073686, 48.83697011708119], [2.330309849224362, 48.83556827280918], [2.330056255864732, 48.835256030297636], [2.330027237872489, 48.835179770223746]], ""type"": ""LineString""}";5927;P;750001537;225.34894756;48.83608169039106,2.3307313447671
750000909;75056;AV;DE LA;PORTE DE CHAMPERRET;Av. de la Porte de Champerret;Avenue de la Porte de Champerret;750567649;O;O;7610;"{""coordinates"": [[2.289292951487002, 48.88594856901502], [2.288877770390914, 48.88601557196791], [2.288652777519693, 48.88605188875295], [2.288434561562693, 48.88608713831169], [2.288200594313472, 48.88612498913637], [2.288079129820809, 48.886144631483376], [2.286484922581772, 48.88630263728446], [2.28561249021131, 48.88639838256473], [2.285471463002005, 48.8864238771226]], ""type"": ""LineString""}";5970;P;750001537;285.44294816;48.88620299690184,2.2873844210869505
750007089;75056;CRS;DU;SEPTIEME ART;Crs. du Septième Art;Cours du Septième Art;750569058;O;O;8560;"{""coordinates"": [[2.388057086143868, 48.87803227035847], [2.386834879075786, 48.87814857100885], [2.385604789689983, 48.87825572471373]], ""type"": ""LineString""}";5996;P;750001537;181.57123232;48.87814644352114,2.3868311608242325
750006176;75056;PL;;PAUL LEAUTAUD;Pl. Paul Léautaud;Place Paul Léautaud;750567168;O;O;7104;"{""coordinates"": [[2.297831425701006, 48.886961543921906], [2.297478071363668, 48.88706919236409], [2.297570785920282, 48.887293250790535], [2.297879072057064, 48.887324210789906], [2.297987952439085, 48.88723131603856], [2.298022642612235, 48.88707568145183]], ""type"": ""LineString""}";6011;P;750001537;107.78431287;48.8871711256425,2.297724943060632
750002598;75056;RUE;DE;TOUL;R. de Toul;Rue de Toul;750569353;O;O;9338;"{""coordinates"": [[2.402199006171852, 48.83714456754554], [2.402183179467815, 48.83727246231084], [2.402224131583742, 48.83733537950433], [2.402262308704957, 48.83737107620745], [2.40232127057951, 48.83753857754064], [2.402481006002477, 48.83788545272905], [2.402619550421529, 48.83826564023146], [2.402550381782782, 48.83924614064137], [2.402525523795846, 48.83971512740332], [2.402461608903489, 48.840321545215744], [2.402388143552749, 48.84081475846529], [2.402297877389546, 48.84086012445015], [2.400926236112916, 48.840869448066705]], ""type"": ""LineString""}";6041;P;750001537;522.68322831;48.83948488912797,2.4022518607969476
750000914;75056;AV;DE LA;PORTE DE MONTROUGE;Av. de la Porte de Montrouge;Avenue de la Porte de Montrouge;750567681;O;O;7655;"{""coordinates"": [[[2.321289535053761, 48.821100535487965], [2.321275934122122, 48.821043610105704], [2.321247891038082, 48.82101123233893], [2.321161171889052, 48.82091302031956], [2.321055966317465, 48.82079527299391], [2.321009585002788, 48.82074337875482]], [[2.321289535053761, 48.821100535487965], [2.321138105932876, 48.82111589265568], [2.320995934395431, 48.821056252309326], [2.320816331584882, 48.82098068876836], [2.320623805732467, 48.82090205658222], [2.320524503403582, 48.820851476764304]], [[2.322669742612857, 48.822663739153406], [2.322604259427, 48.82253342650185], [2.322482185395457, 48.822328251532426], [2.321515135746865, 48.82128869398955], [2.321289535053761, 48.821100535487965]], [[2.323269643447277, 48.82365004378785], [2.323198510817146, 48.82359786928054], [2.322750636259951, 48.822769314310904], [2.322669742612857, 48.822663739153406]], [[2.323098002973885, 48.823689601113855], [2.323060325392865, 48.82357104554738], [2.32267737182105, 48.82279864908331], [2.322669742612857, 48.822663739153406]]], ""type"": ""MultiLineString""}";6071;P;750001537;549.93172079;48.82218474696619,2.322150623944685
750002941;75056;RUE;;PEAN;R. Péan;Rue Péan;750567208;O;O;7151;"{""coordinates"": [[[2.372302026296246, 48.8211992189626], [2.372206841946848, 48.8213085557824], [2.37209370032763, 48.82150306821727], [2.372084323113193, 48.82156943711044]], [[2.372465716642525, 48.821517267932414], [2.372356530390306, 48.8215478682068], [2.372216064102029, 48.821541923444656], [2.372084323113193, 48.82156943711044], [2.371996017007338, 48.82172074062546], [2.37165861002563, 48.82228098537986]]], ""type"": ""MultiLineString""}";6083;P;750001537;158.86148511;48.82169098631147,2.3720470446136583
750004428;75056;RUE;DE;QUATREFAGES;R. de Quatrefages;Rue de Quatrefages;750567911;O;O;7907;"{""coordinates"": [[2.354494681425353, 48.8423281189407], [2.354353626917286, 48.84298650031293], [2.354261801693087, 48.84338965895759], [2.354207381788096, 48.84361692345946], [2.354247317356097, 48.84366052243147]], ""type"": ""LineString""}";6102;P;750001537;150.51772422;48.843001743184026,2.3543487125807716
750000929;75056;PL;;POSSOZ;Pl. Possoz;Place Possoz;750567747;O;O;7717;"{""coordinates"": [[2.277354786961735, 48.85923557871219], [2.277216404146644, 48.85921958971254], [2.277114766644238, 48.85917954529921], [2.27704146099464, 48.85912003811193], [2.277147111358658, 48.85909787225752], [2.27715230190696, 48.85909913393085], [2.277322604972471, 48.85914841300014], [2.277354786961735, 48.85923557871219], [2.277244704686027, 48.85938472958465], [2.276952882590548, 48.859326132790635]], ""type"": ""LineString""}";6117;P;750001537;100.50714067;48.85923398957534,2.277194104431571
750002527;75056;CITE;DES;TROIS BORNES;Cité des Trois Bornes;Cité des Trois Bornes;750569455;O;O;9447;"{""coordinates"": [[2.372313794124084, 48.866541561488674], [2.371633279456043, 48.86757415005492]], ""type"": ""LineString""}";6163;P;750001537;125.20294447;48.8670578557718,2.3719735367900636
750005540;75056;RUE;DE LA;TACHERIE;R. de la Tacherie;Rue de la Tacherie;750569139;O;O;9101;"{""coordinates"": [[2.349481086282908, 48.856519353427466], [2.349824544025917, 48.8571506948715], [2.349897765649319, 48.85729618856468], [2.350185070836543, 48.857877176359004]], ""type"": ""LineString""}";6194;P;750001537;159.59042622;48.85719485507991,2.3498396474659624
750000247;75056;VOIE;;DC/13;Voie Dc/13;Voie Dc/13;75056A470;N;O;Y439;"{""coordinates"": [[2.342049555447961, 48.827018388985465], [2.342411528922448, 48.826941276189736], [2.342850160176706, 48.82772300075314]], ""type"": ""LineString""}";6207;V;750001537;120.61834074;48.827229185543956,2.342513865804186
750000248;75056;VOIE;;EA/20;Voie Ea/20;Voie Ea/20;75056A471;N;O;Y440;"{""coordinates"": [[2.38971341917159, 48.864853767069214], [2.389803560644965, 48.86483064056895], [2.389975529116473, 48.86482388811376], [2.390586070401484, 48.86500602671868], [2.390872358036888, 48.865262760202306]], ""type"": ""LineString""}";6208;V;750001537;104.33156254;48.864963541631575,2.390324699991738
750000218;75056;AV;DE LA;DAME BLANCHE;Av. de la Dame Blanche;Avenue de la Dame Blanche;75056A479;O;O;2516;"{""coordinates"": [[2.446483798227691, 48.84497478545579], [2.4472051404922013, 48.8449159601949], [2.447718355818593, 48.84487410485521], [2.448711289580802, 48.844770302676814], [2.449484654718773, 48.84468555742989], [2.450819731488124, 48.84450516697915], [2.452240892008011, 48.84427069823033], [2.453648008621768, 48.84408409565522], [2.454220357883124, 48.84402061204361], [2.454908976603915, 48.84394423538316], [2.455564671918458, 48.84387150470041], [2.456198486356657, 48.84378898134258], [2.456782829782774, 48.8437129103957], [2.458436573858903, 48.84345374926345], [2.459539912957806, 48.84324516695602], [2.460022309037933, 48.843153963729506], [2.461033897098106, 48.84292756987732], [2.461767664419915, 48.84274057307758], [2.4625634114778903, 48.84248711823087], [2.463214815940105, 48.84223903434189]], ""type"": ""LineString""}";6210;P;750001537;1271.2033846;48.84387347656404,2.454902383070519
750005594;75056;RUE;;RAMEAU;R. Rameau;Rue Rameau;750568011;O;O;8026;"{""coordinates"": [[2.337899910661124, 48.867671184846635], [2.337797676392172, 48.86769429807236], [2.337160414731852, 48.86783900578167], [2.337096484933376, 48.86785356553225], [2.337030918674467, 48.86786795430241], [2.336391880584972, 48.86800923147533], [2.336339659147939, 48.8680207961712]], ""type"": ""LineString""}";6215;P;750001537;120.87971261;48.86784705318079,2.337120022922338
750002833;75056;PAS;;RAMEY;Pas. Ramey;Passage Ramey;750568013;O;O;8028;"{""coordinates"": [[[2.345960790841147, 48.889844772142794], [2.347069646447046, 48.88986436029976], [2.347066263034866, 48.88958929869119]], [[2.347069646447046, 48.88986436029976], [2.34739612166148, 48.88985696425636], [2.347415858654523, 48.89033096088538]]], ""type"": ""MultiLineString""}";6216;P;750001537;188.60659771;48.8898913722349,2.3468854557106473
750004132;75056;VOIE;;H/5;Voie H/5;Voie H/5;75056X295;O;O;Y295;"{""coordinates"": [[2.350220904001309, 48.845529420342984], [2.35106218214283, 48.84525709698751]], ""type"": ""LineString""}";6226;V;750001537;68.76679286;48.845393258665254,2.35064154307207
750002699;75056;COUR;;SAINT-ELOI;Cour Saint-Eloi;Cour Saint-Eloi;750568575;O;O;8816;"{""coordinates"": [[2.387456111293716, 48.846569600556535], [2.38771718304699, 48.846697270389534], [2.389038353946024, 48.84732333789546], [2.389107514348226, 48.84739830606659], [2.389061498022422, 48.84760437777619]], ""type"": ""LineString""}";6238;P;750001537;176.1271869;48.84702478237159,2.3883730328652413
750007332;75056;PASS;;SIMONE DE BEAUVOIR;Pass. Simone de Beauvoir;Passerelle Simone de Beauvoir;750568983;O;O;8604;"{""coordinates"": [[2.376526167660869, 48.83442624510715], [2.376757087204327, 48.834558176931615], [2.37698888657147, 48.83468259056935], [2.377220197093289, 48.83480673408111], [2.378021798852373, 48.83523695471007], [2.379001240585122, 48.83576259760694], [2.379152274804473, 48.83584365541327], [2.379268268080445, 48.8359059053227], [2.379682407124341, 48.83612815725253]], ""type"": ""LineString""}";6246;P;750001537;299.15449474;48.83528006639476,2.378102700578375
750000277;75056;RUE;DU;PRE AUX CHEVAUX;R. du Pré aux Chevaux;Rue du Pré aux Chevaux;750567791;O;O;7757;"{""coordinates"": [[2.277061596954713, 48.85134203477298], [2.277283241206011, 48.851507967960416], [2.277574454326868, 48.85175323443405]], ""type"": ""LineString""}";6250;P;750001537;59.24331546;48.85154403724194,2.277320883274157
750005622;75056;RUE;DES;PRECHEURS;R. des Prêcheurs;Rue des Prêcheurs;750567794;O;O;7764;"{""coordinates"": [[2.349226057089584, 48.86187681173141], [2.348332327200347, 48.862092069024655]], ""type"": ""LineString""}";6252;P;750001537;69.80171073;48.86198444037804,2.3487791921449652
750007286;75056;PL;DU;PREFET CLAUDE ERIGNAC;Pl. du Préfet Claude Erignac;Place du Préfet Claude Erignac;750567795;O;O;7768;"{""coordinates"": [[2.268560217522547, 48.85411565598443], [2.26818476069019, 48.85419697750176]], ""type"": ""LineString""}";6253;P;750001537;28.99599752;48.854156316743094,2.2683724891063686
750007481;75056;VOIE;;FL/20;Voie fl/20;Voie fl/20;75056X506;O;O;Y906;"{""coordinates"": [[2.401145112789424, 48.857558299345285], [2.401384630764654, 48.8573993341251], [2.401928129637011, 48.85704206682454]], ""type"": ""LineString""}";6291;P;750001537;81.21468996;48.85729981587802,2.4015363786683435
750000138;75056;VOIE;;BQ/18;Voie Bq/18;Voie Bq/18;75056A801;N;O;Y585;"{""coordinates"": [[2.348038758998019, 48.901117978087235], [2.346706246820977, 48.901223230493194], [2.344970492541012, 48.90117850858435], [2.344210077334223, 48.90126194340773]], ""type"": ""LineString""}";6301;P;750001537;282.2468254;48.90119418706546,2.3461239007025996
750004450;75056;PL;;PAUL CLAUDEL;Pl. Paul Claudel;Place Paul Claudel;750567133;O;O;7059;"{""coordinates"": [[2.338962422804457, 48.84894311363988], [2.339098581822078, 48.84909041182735], [2.339004837590077, 48.849176591210906], [2.338419960397825, 48.84917534340065], [2.338962422804457, 48.84894311363988]], ""type"": ""LineString""}";6348;P;750001537;121.35325924;48.849105284933486,2.3387752786610316
750008290;75056;RUE;;JULIETTE RECAMIER;R. Juliette Récamier;Rue Juliette Récamier;750568079;O;O;8078;"{""coordinates"": [[2.32787283729226, 48.85173597395987], [2.328000567744007, 48.85245382978203]], ""type"": ""LineString""}";6377;P;750001537;80.37007412;48.85209490187095,2.3279367025181337
750000931;75056;RUE;;POUCHET;R. Pouchet;Rue Pouchet;750567766;O;O;7738;"{""coordinates"": [[2.318513391383579, 48.89155571170407], [2.318573821554468, 48.89166508177734], [2.32054986740767, 48.89416029614685], [2.320619550796294, 48.89422911832721], [2.321293436290754, 48.89507694796361], [2.321494529665321, 48.89532652266885], [2.321876268203968, 48.895814257791784], [2.322232537067738, 48.896257816507905], [2.322974768892458, 48.8972009853853], [2.3232576989296803, 48.897516304442135]], ""type"": ""LineString""}";6407;P;750001537;748.76968117;48.89454868476534,2.3208687465285713
750006168;75056;AV;DU;PRESIDENT KENNEDY;Av. du Président Kennedy;Avenue du Président Kennedy;750567801;O;O;7776;"{""coordinates"": [[[2.280302157997281, 48.85244403682931], [2.278731124258869, 48.851482724248086], [2.278529243605456, 48.85137777461282], [2.278421872508811, 48.85130059765511]], [[2.2806876731477352, 48.85267991834701], [2.280623904587807, 48.85266273759866], [2.280391699419307, 48.85251761523662], [2.280302157997281, 48.85244403682931]], [[2.2806876731477352, 48.85267991834701], [2.280654279153872, 48.85260274394081], [2.280457407574394, 48.85248264750453], [2.280302157997281, 48.85244403682931]], [[2.283740064869716, 48.85443667240136], [2.283607914719906, 48.85451493768882], [2.283520535038935, 48.854451273165], [2.28328095837092, 48.85427672871596], [2.2826445242688402, 48.85381305048311], [2.281053750750849, 48.852888638869075], [2.280981550806466, 48.85285470112156], [2.280948868493502, 48.85283455059366], [2.280914294129879, 48.852812852576484], [2.280887589053997, 48.85279647210071], [2.2806876731477352, 48.85267991834701]], [[2.2853348421910002, 48.85569471441534], [2.285256304672433, 48.85583843766024], [2.284433456186032, 48.85518114300723], [2.283607914719906, 48.85451493768882]], [[2.285256304672433, 48.85583843766024], [2.285484535023632, 48.855797416635696]], [[2.28799014538097, 48.85785554335605], [2.287795981816869, 48.85781175571783], [2.28647257218636, 48.856811635527656], [2.286172996154599, 48.8565703175198], [2.285720230522623, 48.85620869729735], [2.285256304672433, 48.85583843766024]]], ""type"": ""MultiLineString""}";6424;P;750001537;1104.70792377;48.854442715562456,2.2832489122520294
750006126;75056;RTE;DES;LACS A MADRID;Rte. des Lacs à Madrid;Route des Lacs à Madrid;75056Z113;O;O;Z113;"{""coordinates"": [[2.261657917992621, 48.86867430060692], [2.261585348624184, 48.868707786310615], [2.261516316629822, 48.868744170817244], [2.26145150803828, 48.86878333605413], [2.261403748815118, 48.86881496828382], [2.26132106722943, 48.86887290861209], [2.26124259261057, 48.86893391734964], [2.261201643410208, 48.868969052228415], [2.261017382560941, 48.8691227153762], [2.260956763265011, 48.869175372170915], [2.2607819049663522, 48.869338825758135], [2.260746940548708, 48.86937324467841], [2.260563459969041, 48.86955856272602], [2.260383352585862, 48.86974683139466], [2.260228131019021, 48.8698945777975], [2.260082224886541, 48.8700203780866], [2.260015603903862, 48.87007446141386], [2.259818658246675, 48.87022649550668], [2.2597588829129, 48.870270240727464], [2.259480895654184, 48.87046492649616], [2.25940924557476, 48.87051776423638], [2.25922345065503, 48.8706595714542], [2.259117443221322, 48.87074048809701], [2.258805270681946, 48.87099863723885], [2.258713963998808, 48.87107591314055], [2.258529901864183, 48.871240049101566], [2.25845962433747, 48.871302725531045], [2.258219068723132, 48.87153555397412], [2.258130314645538, 48.87162568971698], [2.257827366765526, 48.87189707148689], [2.257614958961686, 48.872085503257445], [2.257417818909825, 48.87225702897262], [2.257191779954014, 48.872442213277246], [2.256951124844996, 48.87262801508931], [2.256783917471685, 48.872757304181896], [2.256549421947658, 48.8729340276098], [2.256324207077462, 48.87310356307657], [2.256116040229262, 48.87326753366453], [2.255856664457322, 48.87348371640348], [2.255627034823735, 48.873681934710845], [2.255419775514148, 48.87387261308074], [2.255295148389251, 48.873968656986094]], ""type"": ""LineString""}";6450;P;750001537;752.72653071;48.87131407379724,2.258475474681461
750000997;75056;RUE;;PAUL DELMET;R. Paul Delmet;Rue Paul Delmet;750567141;O;O;7069;"{""coordinates"": [[2.294331104547103, 48.83417321654525], [2.294754104172354, 48.8339889589341], [2.294997616131734, 48.83388770028203], [2.295105610654887, 48.83388890879179]], ""type"": ""LineString""}";6463;P;750001537;66.25490483;48.83401090560131,2.2947140832914563
750007236;75056;PL;;SALVADOR ALLENDE;Pl. Salvador Allende;Place Salvador Allende;750568799;N;O;8438;"{""coordinates"": [[2.311220497064432, 48.858202665037204], [2.311107360332977, 48.85805545597139], [2.310022664165458, 48.85731685158007]], ""type"": ""LineString""}";3096;P;750001537;132.71789469;48.85774104943403,2.310639244385795
750006324;75056;RUE;DE;SAMBRE-ET-MEUSE;R. de Sambre-Et-Meuse;Rue de Sambre-Et-Meuse;750568801;O;O;8439;"{""coordinates"": [[2.369168130127354, 48.875317001273274], [2.37030727276988, 48.875228280116204], [2.371506717312774, 48.874813073587404], [2.372510416369184, 48.874653409251785], [2.373196220371703, 48.874542400026414], [2.373393875396105, 48.87450654502226], [2.374048105938673, 48.87429356364825], [2.374182719678874, 48.87436680962564]], ""type"": ""LineString""}";3097;P;750001537;392.36255597;48.87484053487974,2.3716897907485373
750005158;75056;AV;DE LA;PORTE DE LA VILLETTE;Av. de la Porte de la Villette;Avenue de la Porte de la Villette;750567671;O;O;7694;"{""coordinates"": [[[2.386214332224462, 48.89825113391645], [2.386288779226912, 48.898321919136556], [2.386219514929768, 48.898374395279355], [2.386486092538218, 48.89857043746114]], [[2.386288779226912, 48.898321919136556], [2.386421549938386, 48.89832355180688], [2.386594335671843, 48.898527180041356], [2.386871589404203, 48.898853944473224]], [[2.386486092538218, 48.89857043746114], [2.386594335671843, 48.898527180041356]], [[2.386486092538218, 48.89857043746114], [2.386871589404203, 48.898853944473224], [2.38740154662108, 48.89934724079674], [2.38754865885174, 48.89947304715794], [2.387661265278086, 48.89958911990602], [2.387705913384404, 48.89963342529596]], [[2.38740154662108, 48.89934724079674], [2.387854067177292, 48.89957601147933], [2.387898290913928, 48.89961895037069], [2.387955492222703, 48.899707610975106], [2.387916564637434, 48.89977526338126], [2.387779813219591, 48.899658517995626], [2.387705913384404, 48.89963342529596]], [[2.38740154662108, 48.89934724079674], [2.387471545971526, 48.89960211788449], [2.38751034399431, 48.89964754095099], [2.387666925273004, 48.899842577877585], [2.387666749270366, 48.89966967421388], [2.387705913384404, 48.89963342529596]]], ""type"": ""MultiLineString""}";3130;P;750001537;453.7982445;48.89910179218856,2.3871296015314374
750000747;75056;RUE;DE;SIAM;R. de Siam;Rue de Siam;750568964;O;O;8590;"{""coordinates"": [[2.275631261612265, 48.86156243530877], [2.274094078058936, 48.86266896985937], [2.27395518230417, 48.8626860703032]], ""type"": ""LineString""}";6497;P;750001537;177.27290791;48.86215435755802,2.2748050098282926
750002607;75056;RUE;;SIDI BRAHIM;R. Sidi Brahim;Rue Sidi Brahim;750568970;O;O;8595;"{""coordinates"": [[2.399133094989541, 48.8382789144319], [2.3993832246510562, 48.83842674318918], [2.40064867363715, 48.83919366219767]], ""type"": ""LineString""}";6501;P;750001537;150.73458186;48.83873513482234,2.399891574680688
750006497;75056;RUE;DES;PRETRES SAINT-SEVERIN;R. des Prêtres Saint-Séverin;Rue des Prêtres Saint-Séverin;750567817;O;O;7792;"{""coordinates"": [[2.345410731530733, 48.852358630820994], [2.345196055642269, 48.852055852856644], [2.3449463670929402, 48.851792474169955], [2.344861190515738, 48.85173663538467]], ""type"": ""LineString""}";6516;P;750001537;80.52596037;48.852030406360996,2.3451539026653525
750004422;75056;RUE;;PRINCESSE;R. Princesse;Rue Princesse;750567837;O;O;7810;"{""coordinates"": [[2.334428801068577, 48.85275903256694], [2.3344936822217672, 48.85245230022638], [2.334552442992203, 48.8518874669674]], ""type"": ""LineString""}";6538;P;750001537;97.3918962;48.8523248939923,2.3345010725428064
