N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750002711;75056;RUE;;SAINT-HUBERT;R. Saint-Hubert;Rue Saint-Hubert;750568639;O;O;8863;"{""coordinates"": [[2.378874574484607, 48.863549323174404], [2.380133966068459, 48.86398408827697], [2.380244953839971, 48.86418359494277]], ""type"": ""LineString""}";3443;P;750001537;127.9084851;48.86381309889443,2.379604505292258
750003241;75056;RUE;DE;JULIENNE;R. de Julienne;Rue de Julienne;750565114;O;O;4979;"{""coordinates"": [[2.347966186204196, 48.83491615486103], [2.347828918444846, 48.834933029624985], [2.346551250745308, 48.83497610801967], [2.346414088701856, 48.835047954778226]], ""type"": ""LineString""}";3499;P;750001537;117.01039156;48.83495759242941,2.3471826444455974
750006614;75056;RUE;;SAINT-GERMAIN L'AUXERROIS;R. Saint-Germain l'Auxerrois;Rue Saint-Germain l'Auxerrois;750568623;O;O;8848;"{""coordinates"": [[2.345679674434377, 48.858058661772496], [2.345103304987529, 48.858220387684085], [2.3446280925002903, 48.85834308354941], [2.344551558589439, 48.858369950666415], [2.344255227201321, 48.85844581613327], [2.344169369809655, 48.858477799581664], [2.343708257352002, 48.85859569818339], [2.343627238591333, 48.858618868963134]], ""type"": ""LineString""}";3502;P;750001537;163.07341083;48.85834038690033,2.3446537898587145
750003265;75056;RUE;;LAMBLARDIE;R. Lamblardie;Rue Lamblardie;750565298;O;O;5220;"{""coordinates"": [[2.396279099725301, 48.83970768377279], [2.396319147609197, 48.839817285029596], [2.398890574825359, 48.841106275927935]], ""type"": ""LineString""}";3520;P;750001537;249.52397727;48.840434517765694,2.3975539558149523
750001292;75056;BD;;LANNES;Bd. Lannes;Boulevard Lannes;750565327;O;O;5253;"{""coordinates"": [[[2.268160836737979, 48.86315779712138], [2.268504875164602, 48.86327455822395], [2.268698480507773, 48.863390482812925], [2.268878280947995, 48.863426084181775], [2.2688376279296962, 48.86332288587382], [2.2686535260234653, 48.86312424392215]], [[2.2698084319334892, 48.86451240078731], [2.268878280947995, 48.863426084181775]], [[2.270258764555683, 48.86502303894673], [2.269810163381869, 48.864593103092616], [2.2698084319334892, 48.86451240078731]], [[2.270258764555683, 48.86502303894673], [2.269907045901815, 48.86456476106869], [2.2698084319334892, 48.86451240078731]], [[2.270608070545103, 48.865434624486745], [2.270526456721473, 48.86542892072237], [2.270415420209986, 48.86530816508937], [2.270258764555683, 48.86502303894673]], [[2.270608070545103, 48.865434624486745], [2.2706125895422202, 48.865398206681945], [2.270515904624813, 48.86526798928071], [2.270258764555683, 48.86502303894673]], [[2.273503262130207, 48.868842578105955], [2.273347822110907, 48.868661153135015], [2.271822590886382, 48.86688018818649], [2.27167527552402, 48.86670642758398], [2.271622305586824, 48.8666231508955], [2.271583531040747, 48.86657758942143], [2.271520596278184, 48.86652678066022], [2.270608070545103, 48.865434624486745]], [[2.273777769751947, 48.86915806099191], [2.273653294587685, 48.86908720054194], [2.273589670113465, 48.86900571833439], [2.273520207762926, 48.86891675044537], [2.273503262130207, 48.868842578105955]], [[2.273777769751947, 48.86915806099191], [2.273744969701287, 48.86905244030911], [2.273603565771246, 48.868883820373334], [2.273503262130207, 48.868842578105955]], [[2.274186453087411, 48.86971502697004], [2.273777769751947, 48.86915806099191]], [[2.274844314389066, 48.87104433536566], [2.274109651664275, 48.86987649426145], [2.274186453087411, 48.86971502697004]], [[2.275307740578965, 48.87109944987319], [2.275156215929516, 48.87092669862845], [2.274420684504394, 48.86979510050996], [2.274186453087411, 48.86971502697004]]], ""type"": ""MultiLineString""}";3533;P;750001537;1405.08354525;48.86712197121718,2.2719782806253668
750001295;75056;RUE;DU;LAOS;R. du Laos;Rue du Laos;750565334;O;O;5261;"{""coordinates"": [[2.30088395339647, 48.851176099839925], [2.300923026609124, 48.85092424275083], [2.301103072295446, 48.850041013092955], [2.30106913121807, 48.849867981825554], [2.301150116592471, 48.8498051479279], [2.301327869896003, 48.84895286964216], [2.301444097412298, 48.84838636264765], [2.301496317160636, 48.848073422147536]], ""type"": ""LineString""}";3535;P;750001537;350.05619528;48.84962712042565,2.301185567350008
750001218;75056;RUE;;LAURISTON;R. Lauriston;Rue Lauriston;750565401;O;O;5328;"{""coordinates"": [[2.29329652596051, 48.87280265287919], [2.292462521368434, 48.87168884982375], [2.291869086118601, 48.871108225416236], [2.290599042893462, 48.86987759186457], [2.290552331329635, 48.86981472228998], [2.2904913456349663, 48.869766613593505], [2.289818504543817, 48.86912126216163], [2.289148585656429, 48.86847377618482], [2.288390297364983, 48.86774271568348], [2.287676116545096, 48.8671070643107], [2.2875539560447002, 48.8669954294781], [2.286613424641274, 48.86634952094167], [2.286512319035447, 48.86626034849256], [2.286250055555877, 48.86607937074066], [2.286173872891885, 48.86599885175888], [2.286059902403069, 48.865974871593444], [2.285502687286579, 48.86559523664796], [2.285371800996598, 48.865230612124]], ""type"": ""LineString""}";3551;P;750001537;1031.94428042;48.86887132575222,2.2894341313227438
750002710;75056;RUE;;SAINT-HIPPOLYTE;R. Saint-Hippolyte;Rue Saint-Hippolyte;750568633;O;O;8858;"{""coordinates"": [[2.348473046242628, 48.835991275384444], [2.346821841268556, 48.836066589260646], [2.346679922146215, 48.83606950699225], [2.346581380284426, 48.836093076284584], [2.345336113490075, 48.836268925266694], [2.345228333067431, 48.83627951806019]], ""type"": ""LineString""}";3553;P;750001537;241.07975151;48.8360990301029,2.3468472927417614
750000707;75056;AV;;THEOPHILE GAUTIER;Av. Théophile Gautier;Avenue Théophile Gautier;750569253;O;O;9231;"{""coordinates"": [[[2.271436661412192, 48.84942456690038], [2.271300162649006, 48.8494898389482], [2.2701715263837032, 48.84847384094009], [2.269923023146549, 48.84824474920622], [2.269438232616884, 48.847818387141125], [2.269322566335829, 48.84770500095128], [2.269143001523716, 48.84752808876187]], [[2.275108404942825, 48.851206105172764], [2.275090110806641, 48.85112351463623], [2.2749874829837102, 48.85105099500397], [2.274636977203459, 48.850908720084895], [2.273298847075173, 48.850368507770646], [2.272231362008311, 48.8499362576], [2.2716900059229, 48.84971239877176], [2.271441449609264, 48.84961701428099], [2.271300162649006, 48.8494898389482]]], ""type"": ""MultiLineString""}";3569;P;750001537;624.97141088;48.84958985085272,2.271983003767475
750004765;75056;RUE;;GLUCK;R. Gluck;Rue Gluck;750564205;O;O;4157;"{""coordinates"": [[2.3327215877476393, 48.872274585086274], [2.331626380111004, 48.872892552913804], [2.331554217232842, 48.87294164962281]], ""type"": ""LineString""}";3597;P;750001537;113.31868209;48.87260521603672,2.3321361013692856
750003408;75056;RUE;;GOETHE;R. Goethe;Rue Goethe;750564224;O;O;4177;"{""coordinates"": [[2.29917342840667, 48.866360871778994], [2.299071762534989, 48.86635045103959], [2.297802986311721, 48.86594974028457], [2.297720595087405, 48.86590699645362], [2.297504390648975, 48.865760691400254]], ""type"": ""LineString""}";3607;P;750001537;141.15087085;48.8661041256893,2.298320943779175
750003010;75056;PONT;;NATIONAL;Pont National;Pont National;750566689;O;O;6630;"{""coordinates"": [[2.385786088449881, 48.827356580736925], [2.38706265700387, 48.82797984896722], [2.387903446914831, 48.828382168171196]], ""type"": ""LineString""}";3632;P;750001537;192.79058123;48.82787137392779,2.3868438012166604
750001276;75056;RUE;;LACORDAIRE;R. Lacordaire;Rue Lacordaire;750565230;O;O;5148;"{""coordinates"": [[2.2846593836208138, 48.8444490255375], [2.284451601080569, 48.84419338326024], [2.284369050009854, 48.844126772440525], [2.284312567971589, 48.84404443557905], [2.283945869435871, 48.84362296479864], [2.283907559605334, 48.843543748456206], [2.283505173247359, 48.84309553288255], [2.282283906569508, 48.841697572746774], [2.28181970766512, 48.841166327565276], [2.281787929082922, 48.841135979978816], [2.281731396186062, 48.84111728349348], [2.28167130626408, 48.84111258770895], [2.281618277644647, 48.84112890222657], [2.280965298568978, 48.84138920337425]], ""type"": ""LineString""}";3648;P;750001537;494.19028225;48.84252839731236,2.2829218754617124
750003454;75056;RUE;DU;GENERAL NIESSEL;R. du Général Niessel;Rue du Général Niessel;750564074;O;O;3999;"{""coordinates"": [[2.4088966560984, 48.84729769278019], [2.408967281824573, 48.847554633551816], [2.409264683637197, 48.84899470621201]], ""type"": ""LineString""}";3700;P;750001537;190.64481667;48.84814449665683,2.4090877523522987
750008216;75056;RUE;DU;GUE;Pas. du Gué;Passage du Gué;75056T339;O;O;4324;"{""coordinates"": [[2.359188111731755, 48.897113086580696], [2.358036330706065, 48.89712535137193]], ""type"": ""LineString""}";3708;V;750001537;84.45577627;48.897119218976314,2.35861222121891
750006408;75056;RUE;;GUENOT;R. Guénot;Rue Guénot;750564370;O;O;4332;"{""coordinates"": [[2.392168726931714, 48.85061350494169], [2.392259633775388, 48.85069057356306], [2.392350723116753, 48.85076019549941], [2.3923871994307992, 48.8508202398295], [2.3923836120791, 48.85087790336261], [2.392015623968979, 48.85193826468751], [2.391945125319908, 48.85214189549439]], ""type"": ""LineString""}";3714;P;750001537;178.88354343;48.85134460818333,2.392193278606707
750000974;75056;RUE;;PAJOU;R. Pajou;Rue Pajou;750567004;O;O;6916;"{""coordinates"": [[2.2733054035198252, 48.85717090260201], [2.272593404234649, 48.85648426719858]], ""type"": ""LineString""}";3750;P;750001537;92.51269749;48.856827584900294,2.272949403877237
750004520;75056;PL;DU;PALAIS BOURBON;Pl. du Palais Bourbon;Place du Palais Bourbon;750567008;O;O;6920;"{""coordinates"": [[2.318781226209649, 48.86073407865272], [2.318536046991253, 48.86033269449337], [2.3182812967808593, 48.86035054992289], [2.318059810892292, 48.86037551398096], [2.3180051359710783, 48.86079052099889]], ""type"": ""LineString""}";3752;P;750001537;129.72286669;48.86048499072775,2.31834066513612
750004688;75056;PL;;JUSSIEU;Pl. Jussieu;Place Jussieu;750565129;O;O;4994;"{""coordinates"": [[2.35460148213493, 48.8456396806265], [2.355221739482673, 48.84604117790811], [2.355222001080515, 48.84612433408704], [2.354615517145316, 48.8465316322129], [2.354395182563977, 48.84661573143579]], ""type"": ""LineString""}";3772;P;750001537;155.18339632;48.846147553892095,2.3548753833536904
750003296;75056;CITE;;JOLY;Cité Joly;Cité Joly;750564994;O;O;4886;"{""coordinates"": [[2.383412640233765, 48.86185212611418], [2.382586516659786, 48.86297896696451]], ""type"": ""LineString""}";3788;P;750001537;139.18863977;48.862415546539346,2.3829995784467757
750006148;75056;IMP;;SAINT-OUEN;Imp. Saint-Ouen;Impasse Saint-Ouen;750568719;O;O;8942;"{""coordinates"": [[2.327341599444408, 48.89410412419823], [2.327040898388, 48.89375483017419]], ""type"": ""LineString""}";3818;P;750001537;44.66242326;48.893929477186205,2.327191248916204
750003328;75056;RUE;DES;IRIS;R. des Iris;Rue des Iris;750564736;O;O;4656;"{""coordinates"": [[2.344934041953628, 48.8223400718991], [2.344894985266742, 48.82253045081335], [2.344869402827634, 48.82266111727511], [2.344800495969944, 48.822693496032066], [2.344869420812811, 48.82277632334393]], ""type"": ""LineString""}";3851;O;750001537;52.72977231;48.822576232083904,2.3448774897063376
750003135;75056;PL;;MARCEL AYME;Pl. Marcel Aymé;Place Marcel Aymé;750566010;O;O;5936;"{""coordinates"": [[2.337995724140309, 48.887465135890146], [2.337975434645614, 48.887561439695006], [2.337592039782309, 48.88767637212361]], ""type"": ""LineString""}";3876;P;750001537;41.69455806;48.887598060998094,2.3378235730151498
750006395;75056;AV;D';ITALIE;Av. d'Italie;Avenue d'Italie;750564754;O;O;4682;"{""coordinates"": [[[2.359291428768303, 48.81977206111803], [2.359367751349071, 48.81927117703738], [2.359489508234673, 48.81914725970646], [2.359481087117008, 48.819286640170276], [2.359291428768303, 48.81977206111803]], [[2.355951547242467, 48.83045973399577], [2.3566277845102412, 48.828330621071366], [2.356796253566543, 48.82777714158791], [2.356903395952676, 48.82744770954932], [2.357124118634925, 48.826758106517836], [2.357304782258323, 48.82617400357101], [2.357417712329187, 48.825792762637136], [2.357620914785276, 48.82512542838565], [2.3578399777569112, 48.824452667211496], [2.358289099497799, 48.82300583899435], [2.358384801813952, 48.82278620914061], [2.358546698862097, 48.82221061595111], [2.3587762258962233, 48.82145206996529], [2.3590863049267092, 48.82043072983615], [2.359291428768303, 48.81977206111803]], [[2.355951547242467, 48.83045973399577], [2.355948215013341, 48.83057894217948], [2.355901752625109, 48.83086462201232], [2.355857017280894, 48.83092725525044], [2.355795024592425, 48.83084670010851], [2.355876418027458, 48.83058023105518], [2.355951547242467, 48.83045973399577]]], ""type"": ""MultiLineString""}";3900;P;750001537;1464.83723396;48.82497237242065,2.357673747602211
750003098;75056;RUE;;MAX ERNST;R. Max Ernst;Rue Max Ernst;750566229;O;O;6136;"{""coordinates"": [[2.387394621469161, 48.866004745692834], [2.3885281655377613, 48.86636608477421], [2.388630990288763, 48.8663989602164], [2.389482923562407, 48.86667148037621]], ""type"": ""LineString""}";3916;P;750001537;170.19426263;48.86633785184114,2.3884388559213416
750001110;75056;AV;DE;MAZAGRAN;Av. de Mazagran;Avenue de Mazagran;750566225;O;O;6141;"{""coordinates"": [[[2.3441979212072033, 48.815869712821026], [2.344309051458112, 48.815977007316626], [2.34431393715742, 48.81605298623523], [2.344233089375144, 48.816126210526534]], [[2.3441979212072033, 48.815869712821026], [2.34419898554447, 48.81579287882737], [2.344247567606956, 48.81568044877787], [2.344341504521488, 48.81563314005422], [2.344352581490098, 48.815677581841044], [2.34428624499229, 48.815804959471976], [2.3441979212072033, 48.815869712821026]], [[2.343981082663746, 48.8158767958164], [2.3441979212072033, 48.815869712821026]]], ""type"": ""MultiLineString""}";3917;P;750001537;108.82311482;48.81584441274741,2.3442361744230062
750005853;75056;RUE;DE;FRANCHE COMTE;R. de Franche Comté;Rue de Franche Comté;750563781;O;O;3795;"{""coordinates"": [[2.363426166991675, 48.86452649158828], [2.36354284268238, 48.864526545533835], [2.36439482720241, 48.86468200474104], [2.364504531135558, 48.864692085274065]], ""type"": ""LineString""}";3929;P;750001537;81.53552182;48.86460431734718,2.363965598742331
750004677;75056;PAS;;JEAN NICOT;Pas. Jean Nicot;Passage Jean Nicot;750564934;O;O;4833;"{""coordinates"": [[2.307639847956519, 48.85969009081299], [2.307676368889393, 48.85955970525348], [2.30808536728575, 48.858097505751644], [2.308125490516579, 48.857955151417144]], ""type"": ""LineString""}";3945;P;750001537;196.18003093;48.85882259073952,2.3078825611226903
750003289;75056;RUE;;JEAN ROBERT;R. Jean Robert;Rue Jean Robert;750564947;O;O;4840;"{""coordinates"": [[2.358210938526446, 48.8889019146174], [2.358302766333621, 48.89029298606777]], ""type"": ""LineString""}";3957;P;750001537;154.83131827;48.88959745034258,2.3582568524300336
750003300;75056;RUE;;JOSEPH DIJON;R. Joseph Dijon;Rue Joseph Dijon;750565012;O;O;4900;"{""coordinates"": [[2.347898952658749, 48.89369349293133], [2.347686743826819, 48.893711499005924], [2.347359440492859, 48.893796961518525], [2.345955568900491, 48.8941712664663], [2.345366684694279, 48.89432670876939]], ""type"": ""LineString""}";3969;P;750001537;199.03815484;48.89399313789809,2.346629859046424
750004340;75056;PAS;;SAINT-PHILIPPE DU ROULE;Pas. Saint-Philippe du Roule;Passage Saint-Philippe du Roule;750568727;O;O;8951;"{""coordinates"": [[2.310490666358592, 48.87291416468137], [2.310969503350428, 48.87356064461323]], ""type"": ""LineString""}";3994;O;750001537;80.00795114;48.8732374046473,2.31073008485451
750004714;75056;RUE;DU;HAUT PAVE;R. du Haut Pavé;Rue du Haut Pavé;750564499;O;O;4448;"{""coordinates"": [[2.3495719819728, 48.85180525540901], [2.349320226813321, 48.85137273286251]], ""type"": ""LineString""}";4043;P;750001537;51.52023067;48.85158899413576,2.349446104393061
750002660;75056;PAS;;SAINT-SEBASTIEN;Pas. Saint-Sébastien;Passage Saint-Sébastien;750568755;O;O;8979;"{""coordinates"": [[[2.367709146683989, 48.86123230934243], [2.367833118645094, 48.86125074704978], [2.367917838719049, 48.861272009011394], [2.367970303283493, 48.861301274720674], [2.368192187165085, 48.86135976525791], [2.368444417755043, 48.86142889470793]], [[2.367691306761779, 48.86130095569281], [2.367865094960405, 48.86131979326555], [2.368279238338501, 48.86142385981791], [2.368444417755043, 48.86142889470793], [2.368666411260624, 48.86148596306651], [2.368728966660032, 48.86152055812846], [2.370056700370906, 48.86188356303459], [2.370248380235323, 48.86191412702673], [2.371920606837398, 48.86236240316993]]], ""type"": ""MultiLineString""}";4118;P;750001537;391.95190249;48.861737349385514,2.369551238411656
750005358;75056;RUE;;ALEXANDER FLEMING;R. Alexander Fleming;Rue Alexander Fleming;750560145;O;O;0172;"{""coordinates"": [[2.407214089905615, 48.8804755808453], [2.406771084988646, 48.88056478149795], [2.4064764061140203, 48.880640321319675], [2.404125442793891, 48.88129993742823], [2.403698262800137, 48.88144539447863], [2.402556970739368, 48.881962726634626], [2.402497379268929, 48.88198934337576]], ""type"": ""LineString""}";1467;P;750001537;386.62715478;48.8811416093924,2.4048249645969224
750002092;75056;AV;;ADRIEN HEBRARD;Av. Adrien Hébrard;Avenue Adrien Hébrard;750560075;O;O;0068;"{""coordinates"": [[2.270741279145528, 48.85335947765525], [2.26958783436028, 48.853760439419744], [2.268981125525158, 48.8539707724967]], ""type"": ""LineString""}";1471;P;750001537;145.95088282;48.85366529224951,2.269861260369613
750004067;75056;RUE;;AFFRE;R. Affre;Rue Affre;750560086;O;O;0087;"{""coordinates"": [[2.355847782280369, 48.88497546658276], [2.355682720948944, 48.88588798837371], [2.355609651842496, 48.88631012047386], [2.355542457759432, 48.88676553388771], [2.355458234415154, 48.88726814376831]], ""type"": ""LineString""}";1477;P;750001537;256.54472875;48.88612092874782,2.3556478225963904
750002095;75056;RUE;;AGAR;R. Agar;Rue Agar;750560088;O;O;0091;"{""coordinates"": [[[2.273856259714425, 48.85137393686097], [2.274192866072919, 48.85113931181084]], [[2.274331965737199, 48.85159524046551], [2.273856259714425, 48.85137393686097]], [[2.273473412472884, 48.85164269878263], [2.273856259714425, 48.85137393686097]]], ""type"": ""MultiLineString""}";1478;P;750001537;119.65306269;48.851425820765144,2.2739306196388314
750002020;75056;PL;;AIME MAILLART;Pl. Aimé Maillart;Place Aimé Maillart;750560100;O;O;0114;"{""coordinates"": [[2.295192565518427, 48.881553847378065], [2.295595395622411, 48.88155937126054]], ""type"": ""LineString""}";1485;P;750001537;29.54937998;48.881556609319304,2.295393980570419
750004070;75056;RUE;D';AIX;R. d'Aix;Rue d'Aix;750560106;O;O;0119;"{""coordinates"": [[2.370062410206143, 48.86969799967316], [2.369139686575039, 48.870964248682206]], ""type"": ""LineString""}";1490;P;750001537;156.22633303;48.87033112417768,2.3696010483905914
750005957;75056;RUE;DU;COLONEL DRIANT;R. du Colonel Driant;Rue du Colonel Driant;750562205;O;O;2207;"{""coordinates"": [[2.341917263834229, 48.86303790024997], [2.341641534008001, 48.86309207670267], [2.340420251779571, 48.86338391364621], [2.339768933847309, 48.86353905877996], [2.33956775612728, 48.86358871419555], [2.338800249415448, 48.863772813923056], [2.338221788684209, 48.86390726525463], [2.338157998804513, 48.86392237407135]], ""type"": ""LineString""}";1502;P;750001537;292.84093867;48.863476187073864,2.3400367920573237
750001421;75056;RUE;;HENRI DUCHENE;R. Henri Duchène;Rue Henri Duchène;750564555;O;O;4489;"{""coordinates"": [[2.294244240447888, 48.84768215280092], [2.293586581324952, 48.84692863773559]], ""type"": ""LineString""}";4148;P;750001537;96.69297322;48.84730539526825,2.29391541088642
750007300;75056;BD;DU;GENERAL JEAN SIMON;Bd. du Général Jean Simon;Boulevard du Général Jean Simon;750564034;O;O;4160;"{""coordinates"": [[[2.379982934632727, 48.8251607552498], [2.379288278283369, 48.82501307103982], [2.377482169690737, 48.82442211934307], [2.376741510836514, 48.8241909093403]], [[2.379982934632727, 48.8251607552498], [2.376855430404332, 48.82409923343743]], [[2.379982934632727, 48.8251607552498], [2.379153846533772, 48.82473401236787], [2.378500744716831, 48.82452747638844], [2.377339332709331, 48.82414261354976], [2.376968669267714, 48.82400863582251]], [[2.385786091174086, 48.827356580750916], [2.3848776481638962, 48.82691574230535], [2.384096543931367, 48.82653668473489], [2.382926463367362, 48.82610742970605], [2.381945547892709, 48.825794158914555], [2.381382958354431, 48.82561259489037], [2.379982934632727, 48.8251607552498]]], ""type"": ""MultiLineString""}";1532;P;750001537;1269.26173121;48.825220079726314,2.3801543598389308
750005038;75056;RUE;;AUBER;R. Auber;Rue Auber;750560514;O;O;0493;"{""coordinates"": [[[2.331874558568215, 48.871089795522636], [2.331708363324543, 48.871139779446246], [2.330791491392535, 48.871661479217984]], [[2.330414924200541, 48.87187545974997], [2.329847416646096, 48.87218905949892], [2.328300672439922, 48.873055186369236], [2.327583379132658, 48.87345688379484], [2.327053127970173, 48.873736327241005]]], ""type"": ""MultiLineString""}";1573;P;750001537;424.14032099;48.872458964946325,2.329363796451426
750006489;75056;PL;;SAINT-THOMAS D'AQUIN;Pl. Saint-Thomas d'Aquin;Place Saint-Thomas d'Aquin;750568774;O;O;8995;"{""coordinates"": [[2.327376089870913, 48.8559947383093], [2.327493747217007, 48.85610260710689], [2.3272329262779072, 48.85620720807854], [2.327175369693707, 48.856161106452575], [2.327243030504166, 48.856036984811055], [2.327376089870913, 48.8559947383093]], ""type"": ""LineString""}";1592;P;750001537;69.31689988;48.856101963767586,2.327326107515843
750005013;75056;QU;;BRANLY;Qu. Branly;Quai Branly;750561257;O;O;1265;"{""coordinates"": [[[2.297752168848243, 48.86159555700841], [2.298016667529806, 48.8616840420018], [2.298292090627938, 48.861776181567556], [2.299142954615685, 48.861983477729495], [2.29953087324106, 48.862051726250186], [2.299918792919013, 48.86211997081145], [2.300651335669713, 48.86219511286825], [2.301303924096955, 48.86221987414146], [2.301512908052668, 48.86222223174639]], [[2.297613330090533, 48.861738657483244], [2.297920139964139, 48.86184093884147], [2.298210991220745, 48.86193721437248], [2.298480119745157, 48.86201185474367], [2.298909387278568, 48.862100531811514], [2.29933865764837, 48.86218920644126], [2.299710024415225, 48.86224926418496], [2.30008139068735, 48.86230931986577], [2.300509883933426, 48.86234731534761], [2.300938376453448, 48.86238530838673]], [[2.300938376453448, 48.86238530838673], [2.301164963854221, 48.86239661993862], [2.301391551353283, 48.86240793106134], [2.301516607714464, 48.86240430006139]], [[2.300938376453448, 48.86238530838673], [2.301169053929519, 48.8624893363722], [2.30137668236069, 48.862596211596994], [2.30158431300684, 48.8627030864592], [2.301617882633348, 48.86276039025888], [2.301634606617335, 48.86287498063504]]], ""type"": ""MultiLineString""}";1626;P;750001537;664.90186401;48.86214728284841,2.299761927037671
750001838;75056;PL;DE;CATALOGNE;Pl. de Catalogne;Place de Catalogne;750561604;O;O;1596;"{""coordinates"": [[[2.31877079549614, 48.83723850349967], [2.319444759710709, 48.83736120337113], [2.319571803689003, 48.83737133982844]], [[2.31877079549614, 48.83723850349967], [2.318755804459934, 48.837289390815066], [2.318698941991463, 48.837364650901485], [2.31863802964605, 48.83741420997868], [2.318489860374426, 48.837465094031735], [2.318282821975432, 48.83749186036984], [2.318136691690054, 48.837483797415786], [2.317998705336299, 48.837410088040286], [2.317905389654915, 48.837297528628575], [2.317877001447956, 48.83722115772164], [2.317908549055097, 48.83712345737177], [2.317960042982943, 48.837017593836556], [2.318051808269874, 48.836941323415054], [2.3181597950818222, 48.83691175435722], [2.318320184183743, 48.83689179773251], [2.318492017736165, 48.83690329142475], [2.318634861187484, 48.83699372654292], [2.318725604505996, 48.83709761612059], [2.31877079549614, 48.83723850349967]]], ""type"": ""MultiLineString""}";1640;P;750001537;268.88526654;48.83722512434902,2.318538444331469
750003509;75056;RUE;;EUGENE SUE;R. Eugène Süe;Rue Eugène Süe;750563440;O;O;3466;"{""coordinates"": [[2.345570991520976, 48.890776758878665], [2.347357276051807, 48.89126298493217], [2.348718543827169, 48.891635047691985]], ""type"": ""LineString""}";1667;P;750001537;249.74971339;48.891205500214824,2.3471448776156376
750004033;75056;SQ;;ANDRE DREYER;Sq. André Dreyer;Square André Dreyer;750560322;O;O;0312;"{""coordinates"": [[[2.344507740664973, 48.82665371292397], [2.344156330174915, 48.82674048093056], [2.344018585766269, 48.82651245221078]], [[2.344156330174915, 48.82674048093056], [2.343704377686236, 48.826855941192626]], [[2.344156330174915, 48.82674048093056], [2.344288598927921, 48.82696198142591]], [[2.343704377686236, 48.826855941192626], [2.343569468254869, 48.82662920734011]], [[2.343704377686236, 48.826855941192626], [2.34362301462887, 48.82687672892106], [2.343266112284486, 48.826969933379246]], [[2.343704377686236, 48.826855941192626], [2.343856204944902, 48.827088196294696]], [[2.343266112284486, 48.826969933379246], [2.343137075448817, 48.826752271830905]], [[2.343266112284486, 48.826969933379246], [2.343384977832994, 48.827213962552854]]], ""type"": ""MultiLineString""}";1683;V;750001537;261.18295206;48.826837357690415,2.343788751052836
750003671;75056;VLA;;DANCOURT;Vla. Dancourt;Villa Dancourt;750562539;O;O;2533;"{""coordinates"": [[[2.3412038099842922, 48.882811415861696], [2.341174451954292, 48.88281039185463], [2.340747496076156, 48.88274813359464]], [[2.3412038099842922, 48.882811415861696], [2.341155602705359, 48.88241310217057]], [[2.341787945406583, 48.88319219738353], [2.341675709641814, 48.883166491672284], [2.341254620240714, 48.883185548117766], [2.3412038099842922, 48.882811415861696]]], ""type"": ""MultiLineString""}";1694;V;750001537;160.09236095;48.882908746468495,2.341240783931741
750003217;75056;RUE;;LEROY DUPRE;R. Leroy Dupré;Rue Leroy Dupré;750565608;O;O;5541;"{""coordinates"": [[2.401690919203681, 48.84294526060461], [2.402292618718591, 48.84285443121666]], ""type"": ""LineString""}";1706;P;750001537;45.30074435;48.84289984591064,2.4019917689611363
750006031;75056;RUE;;BEAUREGARD;R. Beauregard;Rue Beauregard;750560789;O;O;0785;"{""coordinates"": [[2.347789576688525, 48.869189516123065], [2.347839059641144, 48.86919283901282], [2.348124511554372, 48.86921168563724], [2.348179268913794, 48.86920749883293], [2.348525831512684, 48.8692264911168], [2.348979090408498, 48.86925080320516], [2.349048107753326, 48.8692552112251], [2.349681133553522, 48.86929559812407], [2.35037037976861, 48.86939929284733], [2.350459808095144, 48.8694157387883], [2.350623401703083, 48.86946328965716], [2.350787199069034, 48.86950414131484], [2.351220889485865, 48.86958893272992], [2.351293429590576, 48.869558465024404], [2.351323819803535, 48.86952768790978]], ""type"": ""LineString""}";1715;P;750001537;267.54638017;48.86933479919322,2.349573246731867
750002048;75056;PL;D';ALLERAY;Pl. d'Alleray;Place d'Alleray;750560211;O;O;0226;"{""coordinates"": [[2.306477907731017, 48.83626271411232], [2.306676335064933, 48.83626355685823], [2.3067000170268193, 48.83636635023819], [2.306639163278064, 48.83645845652758], [2.306457452990537, 48.83647576464506], [2.306377411977159, 48.836398415020376], [2.306477907731017, 48.83626271411232]], ""type"": ""LineString""}";1723;P;750001537;77.98746934;48.836365671424005,2.306547076569368
750001823;75056;RUE;DU;CAPITAINE SCOTT;R. du Capitaine Scott;Rue du Capitaine Scott;750561512;O;O;1503;"{""coordinates"": [[2.294560708366644, 48.85409541384785], [2.294124891204525, 48.85438907263766], [2.293975261101369, 48.85440400686603], [2.293605890113903, 48.85416232310354], [2.293500428249797, 48.85398791372929]], ""type"": ""LineString""}";1736;P;750001537;115.85709768;48.85424769531634,2.2940031507972405
